# 20240201T0908
# SOURCE PREFIX PATHS
# IGSR:HGSVC2: 'ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC2'
# IGSR:HGSVC3: 'ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3'
# AWS:HPRC: 's3-us-west-2.amazonaws.com/human-pangenomics/index.html?prefix='
SIN	hgsvc_sample_number	phase	sample	family	member	population	supergroup	sex	is_child	verkko_assembly_batch	datatype	remote_path	remote_collection	accession
SIN:01890	66	Yr3	HG01890	BB05	father	ACB	AFR	male	False	2	hifi	IGSR:HGSVC3:/working/20220831_JAX_HiFi/HG01890	20220831_JAX_HiFi	PRJEB58376
SIN:01890	66	Yr3	HG01890	BB05	father	ACB	AFR	male	False	2	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled/HG01890	20211013_ONT_Rebasecalled	PRJEB58376
SIN:01890	66	Yr3	HG01890	BB05	father	ACB	AFR	male	False	2	strandseq	IGSR:HGSVC3:/working/20220711_Strandseq/fastq	20220711_Strandseq	PRJEB39750
SIN:01890	66	Yr3	HG01890	BB05	father	ACB	AFR	male	False	2	strandseq	IGSR:HGSVC3:/working/20220803_Strandseq/fastq	20220803_Strandseq	PRJEB39750
SIN:19705	67	Yr3	NA19705	2368	son	ASW	AFR	male	True	2	hifi	IGSR:HGSVC3:/working/20220831_JAX_HiFi/NA19705	20220831_JAX_HiFi	PRJEB58376
SIN:19705	67	Yr3	NA19705	2368	son	ASW	AFR	male	True	2	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled/NA19705	20211013_ONT_Rebasecalled	PRJEB58376
SIN:19705	67	Yr3	NA19705	2368	son	ASW	AFR	male	True	2	strandseq	IGSR:HGSVC3:/working/20220711_Strandseq/fastq	20220711_Strandseq	PRJEB39750
SIN:03456	68	Yr3	HG03456	SL51	son	MSL	AFR	male	True	2	hifi	unknown	unknown	unknown
SIN:03456	68	Yr3	HG03456	SL51	son	MSL	AFR	male	True	2	ont	unknown	unknown	unknown
SIN:03456	68	Yr3	HG03456	SL51	son	MSL	AFR	male	True	2	strandseq	unknown	unknown	unknown
SIN:00358	69	Yr3	HG00358	single	single	FIN	EUR	male	False	1	hifi	IGSR:HGSVC3:/working/20220831_JAX_HiFi/HG00358	20220831_JAX_HiFi	PRJEB58376
SIN:00358	69	Yr3	HG00358	single	single	FIN	EUR	male	False	1	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled/HG00358	20211013_ONT_Rebasecalled	PRJEB58376
SIN:00358	69	Yr3	HG00358	single	single	FIN	EUR	male	False	1	strandseq	IGSR:HGSVC3:/working/20220711_Strandseq/fastq	20220711_Strandseq	PRJEB39750
SIN:00358	69	Yr3	HG00358	single	single	FIN	EUR	male	False	1	strandseq	IGSR:HGSVC3:/working/20220803_Strandseq/fastq	20220803_Strandseq	PRJEB39750
