# AUTOGEN TABLE - DO NOT EDIT
# 20230928T1537
# Samples in batch: 16
sample	read_type	source	statistic	value	rel_path	batch_number
HG01890	ont	20230530_230523_23-lee-007_PCA100115_3F-run11_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	41026742239.0	20211013_ONT_Rebasecalled/HG01890/20230530_230523_23-lee-007_PCA100115_3F-run11_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG01890	ont	20230530_230523_23-lee-007_PCA100115_3F-run11_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_100kbp	27234151649.0	20211013_ONT_Rebasecalled/HG01890/20230530_230523_23-lee-007_PCA100115_3F-run11_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG01890	ont	20230530_230523_23-lee-007_PCA100115_3F-run11_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_0bp	924130.0	20211013_ONT_Rebasecalled/HG01890/20230530_230523_23-lee-007_PCA100115_3F-run11_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG01890	ont	20230530_230523_23-lee-007_PCA100115_3F-run11_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_100kbp	141222.0	20211013_ONT_Rebasecalled/HG01890/20230530_230523_23-lee-007_PCA100115_3F-run11_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG01890	ont	all	cov_xfold_grt_0bp_at_3Gbp	54.0	full_dataset	2
HG01890	ont	all	cov_xfold_grt_100kbp_at_3Gbp	37.4	full_dataset	2
HG01890	ont	all	length_N50_grt_0bp	156390.0	full_dataset	2
HG01890	ont	all	length_N50_grt_100kbp	212728.0	full_dataset	2
HG01890	ont	all	total_length_grt_0bp	161966377516.0	full_dataset	2
HG01890	ont	all	total_length_grt_100kbp	112087151720.0	full_dataset	2
HG01890	ont	all	total_num_grt_0bp	2709585.0	full_dataset	2
HG01890	ont	all	total_num_grt_100kbp	565538.0	full_dataset	2
HG02011	hifi	JAX_HiFi_HG02011_m64039_220121_204950.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	14.0	20220831_JAX_HiFi/HG02011/m64039_220121_204950/JAX_HiFi_HG02011_m64039_220121_204950.fastq.gz	2
HG02011	hifi	JAX_HiFi_HG02011_m64039_220121_204950.fastq.gz	cov_xfold_grt_15kbp_at_3Gbp	11.4	20220831_JAX_HiFi/HG02011/m64039_220121_204950/JAX_HiFi_HG02011_m64039_220121_204950.fastq.gz	2
HG02011	hifi	JAX_HiFi_HG02011_m64039_220121_204950.fastq.gz	length_N50_grt_0bp	18711.0	20220831_JAX_HiFi/HG02011/m64039_220121_204950/JAX_HiFi_HG02011_m64039_220121_204950.fastq.gz	2
HG02011	hifi	JAX_HiFi_HG02011_m64039_220121_204950.fastq.gz	total_length_grt_0bp	41862702544.0	20220831_JAX_HiFi/HG02011/m64039_220121_204950/JAX_HiFi_HG02011_m64039_220121_204950.fastq.gz	2
HG02011	hifi	JAX_HiFi_HG02011_m64039_220121_204950.fastq.gz	total_length_grt_15kbp	34211509245.0	20220831_JAX_HiFi/HG02011/m64039_220121_204950/JAX_HiFi_HG02011_m64039_220121_204950.fastq.gz	2
HG02011	hifi	JAX_HiFi_HG02011_m64039_220121_204950.fastq.gz	total_num_grt_0bp	2288533.0	20220831_JAX_HiFi/HG02011/m64039_220121_204950/JAX_HiFi_HG02011_m64039_220121_204950.fastq.gz	2
HG02011	hifi	JAX_HiFi_HG02011_m64039_220121_204950.fastq.gz	total_num_grt_15kbp	1703026.0	20220831_JAX_HiFi/HG02011/m64039_220121_204950/JAX_HiFi_HG02011_m64039_220121_204950.fastq.gz	2
HG02011	hifi	JAX_HiFi_HG02011_m64119_220104_202343.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	12.8	20220831_JAX_HiFi/HG02011/m64119_220104_202343/JAX_HiFi_HG02011_m64119_220104_202343.fastq.gz	2
HG02011	hifi	JAX_HiFi_HG02011_m64119_220104_202343.fastq.gz	cov_xfold_grt_15kbp_at_3Gbp	9.0	20220831_JAX_HiFi/HG02011/m64119_220104_202343/JAX_HiFi_HG02011_m64119_220104_202343.fastq.gz	2
HG02011	hifi	JAX_HiFi_HG02011_m64119_220104_202343.fastq.gz	length_N50_grt_0bp	17370.0	20220831_JAX_HiFi/HG02011/m64119_220104_202343/JAX_HiFi_HG02011_m64119_220104_202343.fastq.gz	2
HG02011	hifi	JAX_HiFi_HG02011_m64119_220104_202343.fastq.gz	total_length_grt_0bp	38400859840.0	20220831_JAX_HiFi/HG02011/m64119_220104_202343/JAX_HiFi_HG02011_m64119_220104_202343.fastq.gz	2
HG02011	hifi	JAX_HiFi_HG02011_m64119_220104_202343.fastq.gz	total_length_grt_15kbp	26966045239.0	20220831_JAX_HiFi/HG02011/m64119_220104_202343/JAX_HiFi_HG02011_m64119_220104_202343.fastq.gz	2
HG02011	hifi	JAX_HiFi_HG02011_m64119_220104_202343.fastq.gz	total_num_grt_0bp	2266129.0	20220831_JAX_HiFi/HG02011/m64119_220104_202343/JAX_HiFi_HG02011_m64119_220104_202343.fastq.gz	2
HG02011	hifi	JAX_HiFi_HG02011_m64119_220104_202343.fastq.gz	total_num_grt_15kbp	1369630.0	20220831_JAX_HiFi/HG02011/m64119_220104_202343/JAX_HiFi_HG02011_m64119_220104_202343.fastq.gz	2
HG02011	hifi	JAX_HiFi_HG02011_m64119_220114_220850.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	13.6	20220831_JAX_HiFi/HG02011/m64119_220114_220850/JAX_HiFi_HG02011_m64119_220114_220850.fastq.gz	2
HG02011	hifi	JAX_HiFi_HG02011_m64119_220114_220850.fastq.gz	cov_xfold_grt_15kbp_at_3Gbp	9.6	20220831_JAX_HiFi/HG02011/m64119_220114_220850/JAX_HiFi_HG02011_m64119_220114_220850.fastq.gz	2
HG02011	hifi	JAX_HiFi_HG02011_m64119_220114_220850.fastq.gz	length_N50_grt_0bp	17458.0	20220831_JAX_HiFi/HG02011/m64119_220114_220850/JAX_HiFi_HG02011_m64119_220114_220850.fastq.gz	2
HG02011	hifi	JAX_HiFi_HG02011_m64119_220114_220850.fastq.gz	total_length_grt_0bp	40664209125.0	20220831_JAX_HiFi/HG02011/m64119_220114_220850/JAX_HiFi_HG02011_m64119_220114_220850.fastq.gz	2
HG02011	hifi	JAX_HiFi_HG02011_m64119_220114_220850.fastq.gz	total_length_grt_15kbp	28662262787.0	20220831_JAX_HiFi/HG02011/m64119_220114_220850/JAX_HiFi_HG02011_m64119_220114_220850.fastq.gz	2
HG02011	hifi	JAX_HiFi_HG02011_m64119_220114_220850.fastq.gz	total_num_grt_0bp	2388311.0	20220831_JAX_HiFi/HG02011/m64119_220114_220850/JAX_HiFi_HG02011_m64119_220114_220850.fastq.gz	2
HG02011	hifi	JAX_HiFi_HG02011_m64119_220114_220850.fastq.gz	total_num_grt_15kbp	1445439.0	20220831_JAX_HiFi/HG02011/m64119_220114_220850/JAX_HiFi_HG02011_m64119_220114_220850.fastq.gz	2
HG02011	hifi	all	cov_xfold_grt_0bp_at_3Gbp	40.3	full_dataset	2
HG02011	hifi	all	cov_xfold_grt_15kbp_at_3Gbp	29.9	full_dataset	2
HG02011	hifi	all	length_N50_grt_0bp	17879.0	full_dataset	2
HG02011	hifi	all	total_length_grt_0bp	120927771509.0	full_dataset	2
HG02011	hifi	all	total_length_grt_15kbp	89839817271.0	full_dataset	2
HG02011	hifi	all	total_num_grt_0bp	6942973.0	full_dataset	2
HG02011	hifi	all	total_num_grt_15kbp	4518095.0	full_dataset	2
HG02011	ont	20220322_220316_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	20.5	20211013_ONT_Rebasecalled/HG02011/20220322_220316_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20220322_220316_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_100kbp_at_3Gbp	14.2	20211013_ONT_Rebasecalled/HG02011/20220322_220316_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20220322_220316_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_0bp	154075.0	20211013_ONT_Rebasecalled/HG02011/20220322_220316_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20220322_220316_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	207863.0	20211013_ONT_Rebasecalled/HG02011/20220322_220316_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20220322_220316_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	61543667300.0	20211013_ONT_Rebasecalled/HG02011/20220322_220316_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20220322_220316_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_100kbp	42541533317.0	20211013_ONT_Rebasecalled/HG02011/20220322_220316_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20220322_220316_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_0bp	869956.0	20211013_ONT_Rebasecalled/HG02011/20220322_220316_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20220322_220316_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_100kbp	218518.0	20211013_ONT_Rebasecalled/HG02011/20220322_220316_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20220405_220329_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	6.4	20211013_ONT_Rebasecalled/HG02011/20220405_220329_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20220405_220329_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_100kbp_at_3Gbp	2.2	20211013_ONT_Rebasecalled/HG02011/20220405_220329_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20220405_220329_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_0bp	59683.0	20211013_ONT_Rebasecalled/HG02011/20220405_220329_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20220405_220329_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	181187.0	20211013_ONT_Rebasecalled/HG02011/20220405_220329_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20220405_220329_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	19330425214.0	20211013_ONT_Rebasecalled/HG02011/20220405_220329_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20220405_220329_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_100kbp	6557103171.0	20211013_ONT_Rebasecalled/HG02011/20220405_220329_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20220405_220329_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_0bp	706268.0	20211013_ONT_Rebasecalled/HG02011/20220405_220329_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20220405_220329_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_100kbp	37130.0	20211013_ONT_Rebasecalled/HG02011/20220405_220329_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20220405_220330_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	8.4	20211013_ONT_Rebasecalled/HG02011/20220405_220330_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20220405_220330_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_100kbp_at_3Gbp	3.7	20211013_ONT_Rebasecalled/HG02011/20220405_220330_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20220405_220330_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_0bp	89079.0	20211013_ONT_Rebasecalled/HG02011/20220405_220330_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20220405_220330_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	161426.0	20211013_ONT_Rebasecalled/HG02011/20220405_220330_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20220405_220330_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	25130098667.0	20211013_ONT_Rebasecalled/HG02011/20220405_220330_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20220405_220330_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_100kbp	11178087468.0	20211013_ONT_Rebasecalled/HG02011/20220405_220330_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20220405_220330_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_0bp	562441.0	20211013_ONT_Rebasecalled/HG02011/20220405_220330_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20220405_220330_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_100kbp	69048.0	20211013_ONT_Rebasecalled/HG02011/20220405_220330_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20230522_230516_23-lee-007_PCA100115_3F-run8_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	24.5	20211013_ONT_Rebasecalled/HG02011/20230522_230516_23-lee-007_PCA100115_3F-run8_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20230522_230516_23-lee-007_PCA100115_3F-run8_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_100kbp_at_3Gbp	14.1	20211013_ONT_Rebasecalled/HG02011/20230522_230516_23-lee-007_PCA100115_3F-run8_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20230522_230516_23-lee-007_PCA100115_3F-run8_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_0bp	115724.0	20211013_ONT_Rebasecalled/HG02011/20230522_230516_23-lee-007_PCA100115_3F-run8_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20230522_230516_23-lee-007_PCA100115_3F-run8_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	169850.0	20211013_ONT_Rebasecalled/HG02011/20230522_230516_23-lee-007_PCA100115_3F-run8_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20230522_230516_23-lee-007_PCA100115_3F-run8_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	73574056414.0	20211013_ONT_Rebasecalled/HG02011/20230522_230516_23-lee-007_PCA100115_3F-run8_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20230522_230516_23-lee-007_PCA100115_3F-run8_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_100kbp	42446154658.0	20211013_ONT_Rebasecalled/HG02011/20230522_230516_23-lee-007_PCA100115_3F-run8_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20230522_230516_23-lee-007_PCA100115_3F-run8_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_0bp	1210385.0	20211013_ONT_Rebasecalled/HG02011/20230522_230516_23-lee-007_PCA100115_3F-run8_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	20230522_230516_23-lee-007_PCA100115_3F-run8_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_100kbp	254600.0	20211013_ONT_Rebasecalled/HG02011/20230522_230516_23-lee-007_PCA100115_3F-run8_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02011	ont	all	cov_xfold_grt_0bp_at_3Gbp	59.9	full_dataset	2
HG02011	ont	all	cov_xfold_grt_100kbp_at_3Gbp	34.2	full_dataset	2
HG02011	ont	all	length_N50_grt_0bp	117073.0	full_dataset	2
HG02011	ont	all	length_N50_grt_100kbp	183111.0	full_dataset	2
HG02011	ont	all	total_length_grt_0bp	179578247595.0	full_dataset	2
HG02011	ont	all	total_length_grt_100kbp	102722878614.0	full_dataset	2
HG02011	ont	all	total_num_grt_0bp	3349050.0	full_dataset	2
HG02011	ont	all	total_num_grt_100kbp	579296.0	full_dataset	2
HG02492	hifi	JAX_HiFi_HG02492_m64039_220221_051108.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	12.6	20220831_JAX_HiFi/HG02492/m64039_220221_051108/JAX_HiFi_HG02492_m64039_220221_051108.fastq.gz	2
HG02492	hifi	JAX_HiFi_HG02492_m64039_220221_051108.fastq.gz	cov_xfold_grt_15kbp_at_3Gbp	5.9	20220831_JAX_HiFi/HG02492/m64039_220221_051108/JAX_HiFi_HG02492_m64039_220221_051108.fastq.gz	2
HG02492	hifi	JAX_HiFi_HG02492_m64039_220221_051108.fastq.gz	length_N50_grt_0bp	14648.0	20220831_JAX_HiFi/HG02492/m64039_220221_051108/JAX_HiFi_HG02492_m64039_220221_051108.fastq.gz	2
HG02492	hifi	JAX_HiFi_HG02492_m64039_220221_051108.fastq.gz	total_length_grt_0bp	37742075255.0	20220831_JAX_HiFi/HG02492/m64039_220221_051108/JAX_HiFi_HG02492_m64039_220221_051108.fastq.gz	2
HG02492	hifi	JAX_HiFi_HG02492_m64039_220221_051108.fastq.gz	total_length_grt_15kbp	17572265232.0	20220831_JAX_HiFi/HG02492/m64039_220221_051108/JAX_HiFi_HG02492_m64039_220221_051108.fastq.gz	2
HG02492	hifi	JAX_HiFi_HG02492_m64039_220221_051108.fastq.gz	total_num_grt_0bp	2587583.0	20220831_JAX_HiFi/HG02492/m64039_220221_051108/JAX_HiFi_HG02492_m64039_220221_051108.fastq.gz	2
HG02492	hifi	JAX_HiFi_HG02492_m64039_220221_051108.fastq.gz	total_num_grt_15kbp	952475.0	20220831_JAX_HiFi/HG02492/m64039_220221_051108/JAX_HiFi_HG02492_m64039_220221_051108.fastq.gz	2
HG02492	hifi	JAX_HiFi_HG02492_m64119_220206_072658.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	12.8	20220831_JAX_HiFi/HG02492/m64119_220206_072658/JAX_HiFi_HG02492_m64119_220206_072658.fastq.gz	2
HG02492	hifi	JAX_HiFi_HG02492_m64119_220206_072658.fastq.gz	cov_xfold_grt_15kbp_at_3Gbp	5.9	20220831_JAX_HiFi/HG02492/m64119_220206_072658/JAX_HiFi_HG02492_m64119_220206_072658.fastq.gz	2
HG02492	hifi	JAX_HiFi_HG02492_m64119_220206_072658.fastq.gz	length_N50_grt_0bp	14637.0	20220831_JAX_HiFi/HG02492/m64119_220206_072658/JAX_HiFi_HG02492_m64119_220206_072658.fastq.gz	2
HG02492	hifi	JAX_HiFi_HG02492_m64119_220206_072658.fastq.gz	total_length_grt_0bp	38411561152.0	20220831_JAX_HiFi/HG02492/m64119_220206_072658/JAX_HiFi_HG02492_m64119_220206_072658.fastq.gz	2
HG02492	hifi	JAX_HiFi_HG02492_m64119_220206_072658.fastq.gz	total_length_grt_15kbp	17839992950.0	20220831_JAX_HiFi/HG02492/m64119_220206_072658/JAX_HiFi_HG02492_m64119_220206_072658.fastq.gz	2
HG02492	hifi	JAX_HiFi_HG02492_m64119_220206_072658.fastq.gz	total_num_grt_0bp	2635068.0	20220831_JAX_HiFi/HG02492/m64119_220206_072658/JAX_HiFi_HG02492_m64119_220206_072658.fastq.gz	2
HG02492	hifi	JAX_HiFi_HG02492_m64119_220206_072658.fastq.gz	total_num_grt_15kbp	967161.0	20220831_JAX_HiFi/HG02492/m64119_220206_072658/JAX_HiFi_HG02492_m64119_220206_072658.fastq.gz	2
HG02492	hifi	JAX_HiFi_HG02492_m64119_220226_041620.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	11.7	20220831_JAX_HiFi/HG02492/m64119_220226_041620/JAX_HiFi_HG02492_m64119_220226_041620.fastq.gz	2
HG02492	hifi	JAX_HiFi_HG02492_m64119_220226_041620.fastq.gz	cov_xfold_grt_15kbp_at_3Gbp	4.7	20220831_JAX_HiFi/HG02492/m64119_220226_041620/JAX_HiFi_HG02492_m64119_220226_041620.fastq.gz	2
HG02492	hifi	JAX_HiFi_HG02492_m64119_220226_041620.fastq.gz	length_N50_grt_0bp	13983.0	20220831_JAX_HiFi/HG02492/m64119_220226_041620/JAX_HiFi_HG02492_m64119_220226_041620.fastq.gz	2
HG02492	hifi	JAX_HiFi_HG02492_m64119_220226_041620.fastq.gz	total_length_grt_0bp	35028481581.0	20220831_JAX_HiFi/HG02492/m64119_220226_041620/JAX_HiFi_HG02492_m64119_220226_041620.fastq.gz	2
HG02492	hifi	JAX_HiFi_HG02492_m64119_220226_041620.fastq.gz	total_length_grt_15kbp	14192174565.0	20220831_JAX_HiFi/HG02492/m64119_220226_041620/JAX_HiFi_HG02492_m64119_220226_041620.fastq.gz	2
HG02492	hifi	JAX_HiFi_HG02492_m64119_220226_041620.fastq.gz	total_num_grt_0bp	2508323.0	20220831_JAX_HiFi/HG02492/m64119_220226_041620/JAX_HiFi_HG02492_m64119_220226_041620.fastq.gz	2
HG02492	hifi	JAX_HiFi_HG02492_m64119_220226_041620.fastq.gz	total_num_grt_15kbp	772255.0	20220831_JAX_HiFi/HG02492/m64119_220226_041620/JAX_HiFi_HG02492_m64119_220226_041620.fastq.gz	2
HG02492	hifi	all	cov_xfold_grt_0bp_at_3Gbp	37.1	full_dataset	2
HG02492	hifi	all	cov_xfold_grt_15kbp_at_3Gbp	16.5	full_dataset	2
HG02492	hifi	all	length_N50_grt_0bp	14440.0	full_dataset	2
HG02492	hifi	all	total_length_grt_0bp	111182117988.0	full_dataset	2
HG02492	hifi	all	total_length_grt_15kbp	49604432747.0	full_dataset	2
HG02492	hifi	all	total_num_grt_0bp	7730974.0	full_dataset	2
HG02492	hifi	all	total_num_grt_15kbp	2691891.0	full_dataset	2
HG02492	ont	20220408_220405_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	16.6	20211013_ONT_Rebasecalled/HG02492/20220408_220405_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02492	ont	20220408_220405_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_100kbp_at_3Gbp	11.5	20211013_ONT_Rebasecalled/HG02492/20220408_220405_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02492	ont	20220408_220405_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_0bp	154887.0	20211013_ONT_Rebasecalled/HG02492/20220408_220405_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02492	ont	20220408_220405_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	206175.0	20211013_ONT_Rebasecalled/HG02492/20220408_220405_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02492	ont	20220408_220405_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	49692498960.0	20211013_ONT_Rebasecalled/HG02492/20220408_220405_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02492	ont	20220408_220405_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_100kbp	34566708764.0	20211013_ONT_Rebasecalled/HG02492/20220408_220405_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02492	ont	20220408_220405_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_0bp	731859.0	20211013_ONT_Rebasecalled/HG02492/20220408_220405_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02492	ont	20220408_220405_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_100kbp	178276.0	20211013_ONT_Rebasecalled/HG02492/20220408_220405_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02492	ont	20220412_220407_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	5.5	20211013_ONT_Rebasecalled/HG02492/20220412_220407_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02492	ont	20220412_220407_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_100kbp_at_3Gbp	3.7	20211013_ONT_Rebasecalled/HG02492/20220412_220407_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02492	ont	20220412_220407_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_0bp	144705.0	20211013_ONT_Rebasecalled/HG02492/20220412_220407_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG02492	ont	20220412_220407_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	199087.0	20211013_ONT_Rebasecalled/HG02492/20220412_220407_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
