# 20240201T1231
# SOURCE PREFIX PATHS
# IGSR:HGSVC2: 'ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC2'
# IGSR:HGSVC3: 'ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3'
# AWS:HPRC: 's3-us-west-2.amazonaws.com/human-pangenomics/index.html?prefix='
# TMP:HHU:GLOBUS:UUID:5f441149-3339-4c4b-be1b-64c87d62a1e2
# Total HGSVC3 samples: 65
# Verkko batch 1: 38 samples
# Verkko batch 2: 15 samples
# Verkko batch 3: 12 samples
SIN	hgsvc_sample_number	sample	phase	verkko_assembly_batch	population	supergroup	family	member	sex	is_child	datatype	filename	remote_path	accession	igsr_folder_exists	igsr_file_exists	cov_xfold_grt_0bp_at_3Gbp	total_length_grt_0bp	total_num_grt_0bp	length_N50_grt_0bp	length_auN_grt_0bp	cov_xfold_grt_100kbp_at_3Gbp	total_num_grt_100kbp	length_N50_grt_100kbp	length_auN_grt_100kbp	total_num_grt_1Mbp
SIN:02587	13	HG02587	Yr1,Yr3	1	GWD	AFR	GB24	daughter	female	True	hifi	all	unknown	unknown	no	no	40.1	120182131065	6200680	19606	20410	0.0	0	0	0	0
SIN:02587	13	HG02587	Yr1,Yr3	1	GWD	AFR	GB24	daughter	female	True	ont	all	unknown	unknown	no	no	48.3	144777211168	2766358	135443	168780	30.6	489181	196880	233982	118
SIN:02587	13	HG02587	Yr1,Yr3	1	GWD	AFR	GB24	daughter	female	True	ont	20230207_HG02587_UL_eee-prom1-3B-PAG84362_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	unknown	yes	yes	7.3	21997141382	753623	120440	149064	4.3	74113	178164	215234	56
SIN:02587	13	HG02587	Yr1,Yr3	1	GWD	AFR	GB24	daughter	female	True	ont	20221025_HG02587_UL_eee-prom1-1B-PAM76612_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	unknown	yes	yes	6.6	19939412484	206036	168542	192503	5.0	76490	209130	236371	0
SIN:02587	13	HG02587	Yr1,Yr3	1	GWD	AFR	GB24	daughter	female	True	ont	20221018_HG02587_UL_eee-prom1-1C-PAM78364_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	unknown	yes	yes	4.8	14485810212	175991	167678	196360	3.5	52962	216891	246782	1
SIN:02587	13	HG02587	Yr1,Yr3	1	GWD	AFR	GB24	daughter	female	True	ont	20221013_HG02587_UL_eee-prom1-1H-PAM78285_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	unknown	yes	yes	2.7	7963685102	189933	92808	111512	1.2	23418	157353	178244	0
SIN:02587	13	HG02587	Yr1,Yr3	1	GWD	AFR	GB24	daughter	female	True	ont	20221013_HG02587_UL_eee-prom1-1E-PAM79160_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	unknown	yes	yes	0.6	1882186539	26136	137101	157434	0.4	7001	182455	208238	0
SIN:02587	13	HG02587	Yr1,Yr3	1	GWD	AFR	GB24	daughter	female	True	ont	20221013_HG02587_UL_eee-prom1-1D-PAM78114_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	unknown	yes	yes	1.0	3019560819	41895	137891	160737	0.7	11181	184974	212789	1
SIN:02587	13	HG02587	Yr1,Yr3	1	GWD	AFR	GB24	daughter	female	True	ont	20221012_HG02587_UL_eee-prom1-1H-PAM78285_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	unknown	yes	yes	2.8	8384220341	145566	117040	143891	1.6	27742	178246	208470	1
SIN:02587	13	HG02587	Yr1,Yr3	1	GWD	AFR	GB24	daughter	female	True	ont	20221011_HG02587_UL_eee-prom1-1E-PAM79160_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	unknown	yes	yes	3.9	11716982983	136497	165078	198962	2.8	42696	213097	251335	9
SIN:02587	13	HG02587	Yr1,Yr3	1	GWD	AFR	GB24	daughter	female	True	ont	20221011_HG02587_UL_eee-prom1-1D-PAM78114_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	unknown	yes	yes	5.1	15416255363	273122	149498	186156	3.5	52500	210122	249997	4
SIN:02587	13	HG02587	Yr1,Yr3	1	GWD	AFR	GB24	daughter	female	True	ont	20221004_HG02587_UL_eee-prom1-1C-PAM23141_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	unknown	yes	yes	2.3	6763168504	118650	120327	144570	1.3	22924	179156	205993	0
SIN:02587	13	HG02587	Yr1,Yr3	1	GWD	AFR	GB24	daughter	female	True	ont	20221004_HG02587_UL_eee-prom1-1B-PAM23321_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	unknown	yes	yes	3.8	11315737525	235486	132461	161906	2.4	38628	190813	225065	4
SIN:02587	13	HG02587	Yr1,Yr3	1	GWD	AFR	GB24	daughter	female	True	ont	20220920_HG02587_UL_eee-prom1-1D-PAM64430_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02587	unknown	yes	yes	7.3	21893049914	463423	110279	163824	3.9	59526	209838	262557	42
SIN:02587	13	HG02587	Yr1,Yr3	1	GWD	AFR	GB24	daughter	female	True	strandseq	unknown	IGSR:HGSVC2:/working/20200120_Strandseq/fastq/HG02587	unknown	yes	unknown	0.0	0	0	0	0	0.0	0	0	0	0
SIN:01114	14	HG01114	Yr1,Yr3	1	CLM	AMR	CLM03	daughter	female	True	hifi	m64076_220301_101421.hifi_reads.fastq.gz	IGSR:HGSVC3:/working/20230512_HGSVC_EEE_HIFI/HG01114	unknown	yes	no	12.9	38831043735	1856236	21175	22233	0.0	0	0	0	0
SIN:01114	14	HG01114	Yr1,Yr3	1	CLM	AMR	CLM03	daughter	female	True	hifi	m64076_220227_232002.hifi_reads.fastq.gz	IGSR:HGSVC3:/working/20230512_HGSVC_EEE_HIFI/HG01114	unknown	yes	no	12.2	36723948151	1751118	21244	22274	0.0	0	0	0	0
SIN:01114	14	HG01114	Yr1,Yr3	1	CLM	AMR	CLM03	daughter	female	True	hifi	m64076_220222_003816.hifi_reads.fastq.gz	IGSR:HGSVC3:/working/20230512_HGSVC_EEE_HIFI/HG01114	unknown	yes	no	10.6	31838855194	1524912	21149	22161	0.0	0	0	0	0
SIN:01114	14	HG01114	Yr1,Yr3	1	CLM	AMR	CLM03	daughter	female	True	hifi	all	unknown	unknown	no	no	35.8	107393847080	5132266	21191	22226	0.0	0	0	0	0
SIN:01114	14	HG01114	Yr1,Yr3	1	CLM	AMR	CLM03	daughter	female	True	ont	all	unknown	unknown	no	no	56.3	168765516359	2770395	140864	170435	37.0	591968	197315	229321	17
SIN:01114	14	HG01114	Yr1,Yr3	1	CLM	AMR	CLM03	daughter	female	True	ont	20221207_HG01114_UL_eee-prom1-2B-PAG66283_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG01114	unknown	yes	yes	6.9	20612567178	279530	142618	169449	4.6	73373	196381	225775	2
SIN:01114	14	HG01114	Yr1,Yr3	1	CLM	AMR	CLM03	daughter	female	True	ont	20221206_HG01114_UL_eee-prom1-2B-PAG66283_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG01114	unknown	yes	yes	7.3	21795685593	309901	150098	184329	4.9	74764	210076	246356	2
SIN:01114	14	HG01114	Yr1,Yr3	1	CLM	AMR	CLM03	daughter	female	True	ont	20221130_HG01114_UL_eee-prom1-2B-PAG69678_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG01114	unknown	yes	yes	15.1	45350910793	614447	156513	188509	10.5	159727	211497	245777	7
SIN:01114	14	HG01114	Yr1,Yr3	1	CLM	AMR	CLM03	daughter	female	True	ont	20221108_HG01114_UL_eee-prom1-3A-PAM79079_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG01114	unknown	yes	yes	7.1	21330370090	640387	106445	124479	3.8	70481	163517	183919	0
SIN:01114	14	HG01114	Yr1,Yr3	1	CLM	AMR	CLM03	daughter	female	True	ont	20221103_HG01114_UL_eee-prom1-3F-PAK34726_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG01114	unknown	yes	yes	1.0	2852687953	40590	127943	150128	0.6	10206	179364	205050	0
SIN:01114	14	HG01114	Yr1,Yr3	1	CLM	AMR	CLM03	daughter	female	True	ont	20221102_HG01114_UL_eee-prom1-3F-PAK34726_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG01114	unknown	yes	yes	5.6	16815600495	237240	136256	160799	3.7	60863	188240	215003	3
SIN:01114	14	HG01114	Yr1,Yr3	1	CLM	AMR	CLM03	daughter	female	True	ont	20221101_HG01114_UL_eee-prom1-1B-PAM79352_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG01114	unknown	yes	yes	8.4	25117663857	393893	153192	180523	5.8	90636	204684	234644	3
SIN:01114	14	HG01114	Yr1,Yr3	1	CLM	AMR	CLM03	daughter	female	True	ont	20221025_HG01114_UL_eee-prom1-1C-PAM78971_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG01114	unknown	yes	yes	5.0	14890030400	254407	133724	160001	3.2	51918	190849	219144	0
SIN:01114	14	HG01114	Yr1,Yr3	1	CLM	AMR	CLM03	daughter	female	True	strandseq	unknown	IGSR:HGSVC2:/working/20200120_Strandseq/fastq/HG01114	unknown	yes	unknown	0.0	0	0	0	0	0.0	0	0	0	0
SIN:02018	15	HG02018	Yr1,Yr3	1	KHV	EAS	VN047	daughter	female	True	hifi	m54329U_220129_124757.hifi_reads.fastq.gz	IGSR:HGSVC3:/working/20220418_UW_HiFi/HG02018	unknown	yes	no	13.0	38867231386	1971964	19896	20779	0.0	0	0	0	0
SIN:02018	15	HG02018	Yr1,Yr3	1	KHV	EAS	VN047	daughter	female	True	hifi	m54329U_220128_015221.hifi_reads.fastq.gz	IGSR:HGSVC3:/working/20220418_UW_HiFi/HG02018	unknown	yes	no	11.5	34555179108	1752787	19895	20774	0.0	0	0	0	0
SIN:02018	15	HG02018	Yr1,Yr3	1	KHV	EAS	VN047	daughter	female	True	hifi	m54329U_220125_004416.hifi_reads.fastq.gz	IGSR:HGSVC3:/working/20220418_UW_HiFi/HG02018	unknown	yes	no	12.9	38585635618	1946745	20019	20907	0.0	0	0	0	0
SIN:02018	15	HG02018	Yr1,Yr3	1	KHV	EAS	VN047	daughter	female	True	hifi	all	unknown	unknown	no	no	37.3	112008046112	5671496	19937	20822	0.0	0	0	0	0
SIN:02018	15	HG02018	Yr1,Yr3	1	KHV	EAS	VN047	daughter	female	True	ont	all	unknown	unknown	no	no	50.7	151996964659	2718013	135922	166571	32.5	524900	194296	228088	36
SIN:02018	15	HG02018	Yr1,Yr3	1	KHV	EAS	VN047	daughter	female	True	ont	20230210_HG02018_UL_eee-prom1-3B-PAG76493_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02018	unknown	yes	yes	5.6	16732235862	527482	98776	131289	2.8	48697	169724	212603	24
SIN:02018	15	HG02018	Yr1,Yr3	1	KHV	EAS	VN047	daughter	female	True	ont	20221207_HG02018_UL_eee-prom1-2C-PAG68624_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02018	unknown	yes	yes	4.0	12052805968	251939	98920	114132	2.0	38416	155200	172779	0
SIN:02018	15	HG02018	Yr1,Yr3	1	KHV	EAS	VN047	daughter	female	True	ont	20221206_HG02018_UL_eee-prom1-2C-PAG68624_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02018	unknown	yes	yes	7.1	21386509866	464626	105811	121556	3.8	71473	160578	178588	1
SIN:02018	15	HG02018	Yr1,Yr3	1	KHV	EAS	VN047	daughter	female	True	ont	20221130_HG02018_UL_eee-prom1-2C-PAM77931_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02018	unknown	yes	yes	6.2	18597276701	387342	119921	138152	3.6	64170	175541	196164	0
SIN:02018	15	HG02018	Yr1,Yr3	1	KHV	EAS	VN047	daughter	female	True	ont	20221108_HG02018_UL_eee-prom1-3B-PAM64235_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02018	unknown	yes	yes	4.3	12843208646	173097	180881	207026	3.3	47921	222738	252326	0
SIN:02018	15	HG02018	Yr1,Yr3	1	KHV	EAS	VN047	daughter	female	True	ont	20221102_HG02018_UL_eee-prom1-3H-PAM78744_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02018	unknown	yes	yes	9.0	27032171888	364624	164099	193433	6.5	97049	215316	247143	2
SIN:02018	15	HG02018	Yr1,Yr3	1	KHV	EAS	VN047	daughter	female	True	ont	20221101_HG02018_UL_eee-prom1-1G-PAM79302_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02018	unknown	yes	yes	7.0	20952166151	284590	172262	207901	5.1	72973	228049	264781	6
SIN:02018	15	HG02018	Yr1,Yr3	1	KHV	EAS	VN047	daughter	female	True	ont	20221025_HG02018_UL_eee-prom1-1D-PAM78083_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/HG02018	unknown	yes	yes	7.5	22400589577	264313	167741	193443	5.5	84201	210597	240364	3
SIN:02018	15	HG02018	Yr1,Yr3	1	KHV	EAS	VN047	daughter	female	True	strandseq	unknown	IGSR:HGSVC2:/working/20200120_Strandseq/fastq/HG02018	unknown	yes	unknown	0.0	0	0	0	0	0.0	0	0	0	0
SIN:19036	16	NA19036	Yr1,Yr3	1	LWK	AFR	single	single	female	False	hifi	m64076_220130_234407.hifi_reads.fastq.gz	IGSR:HGSVC3:/working/20220418_UW_HiFi/NA19036	unknown	yes	no	12.0	36094508856	1696650	21739	22711	0.0	0	0	0	0
SIN:19036	16	NA19036	Yr1,Yr3	1	LWK	AFR	single	single	female	False	hifi	m64076_220129_125006.hifi_reads.fastq.gz	IGSR:HGSVC3:/working/20220418_UW_HiFi/NA19036	unknown	yes	no	12.0	36105949125	1705009	21638	22612	0.0	0	0	0	0
SIN:19036	16	NA19036	Yr1,Yr3	1	LWK	AFR	single	single	female	False	hifi	m64076_220125_004322.hifi_reads.fastq.gz	IGSR:HGSVC3:/working/20220418_UW_HiFi/NA19036	unknown	yes	no	11.9	35621634302	1694190	21438	22423	0.0	0	0	0	0
SIN:19036	16	NA19036	Yr1,Yr3	1	LWK	AFR	single	single	female	False	hifi	all	unknown	unknown	no	no	35.9	107822092283	5095849	21606	22583	0.0	0	0	0	0
SIN:19036	16	NA19036	Yr1,Yr3	1	LWK	AFR	single	single	female	False	ont	all	unknown	unknown	no	no	46.0	137933598984	2318426	141831	169978	30.3	483291	198019	228870	53
SIN:19036	16	NA19036	Yr1,Yr3	1	LWK	AFR	single	single	female	False	ont	20230210_NA19036_UL_eee-prom1-3C-PAG85559_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19036	unknown	yes	yes	3.7	11103343020	417181	78021	107002	1.4	26575	160328	198329	6
SIN:19036	16	NA19036	Yr1,Yr3	1	LWK	AFR	single	single	female	False	ont	20221130_NA19036_UL_eee-prom1-2D-PAG70076_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19036	unknown	yes	yes	11.5	34423769022	424795	165461	189992	8.3	127208	211159	239188	7
SIN:19036	16	NA19036	Yr1,Yr3	1	LWK	AFR	single	single	female	False	ont	20221115_NA19036_UL_eee-prom1-2B-PAM78537_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19036	unknown	yes	yes	8.3	25000897923	570714	129015	155474	5.1	85234	188415	217670	10
SIN:19036	16	NA19036	Yr1,Yr3	1	LWK	AFR	single	single	female	False	ont	20221110_NA19036_UL_eee-prom1-3C-PAM78532_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19036	unknown	yes	yes	2.8	8266456889	121476	132969	154569	1.8	30283	183004	207159	0
SIN:19036	16	NA19036	Yr1,Yr3	1	LWK	AFR	single	single	female	False	ont	20221108_NA19036_UL_eee-prom1-3C-PAM78532_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19036	unknown	yes	yes	9.4	28336914230	394107	142847	169787	6.3	102964	193271	224221	23
SIN:19036	16	NA19036	Yr1,Yr3	1	LWK	AFR	single	single	female	False	ont	20221101_NA19036_UL_eee-prom1-1F-PAM77935_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19036	unknown	yes	yes	10.3	30802217900	390153	156709	186394	7.2	111027	208301	240447	7
SIN:19036	16	NA19036	Yr1,Yr3	1	LWK	AFR	single	single	female	False	strandseq	unknown	IGSR:HGSVC2:/working/20200120_Strandseq/fastq/GM19036B	unknown	yes	unknown	0.0	0	0	0	0	0.0	0	0	0	0
SIN:12329	17	NA12329	Yr1,Yr3	3	CEU	EUR	1328	daughter	female	True	hifi	m64076_220128_015732.hifi_reads.fastq.gz	IGSR:HGSVC3:/working/20220418_UW_HiFi/NA12329	unknown	yes	no	12.9	38749876643	2043642	19230	20026	0.0	0	0	0	0
SIN:12329	17	NA12329	Yr1,Yr3	3	CEU	EUR	1328	daughter	female	True	hifi	m64076_220126_113534.hifi_reads.fastq.gz	IGSR:HGSVC3:/working/20220418_UW_HiFi/NA12329	unknown	yes	no	12.2	36453442521	1934611	19083	19886	0.0	0	0	0	0
SIN:12329	17	NA12329	Yr1,Yr3	3	CEU	EUR	1328	daughter	female	True	hifi	m64076_220122_011847.hifi_reads.fastq.gz	IGSR:HGSVC3:/working/20220418_UW_HiFi/NA12329	unknown	yes	no	12.9	38701725169	2045675	19178	19968	0.0	0	0	0	0
SIN:12329	17	NA12329	Yr1,Yr3	3	CEU	EUR	1328	daughter	female	True	hifi	all	unknown	unknown	no	no	38.0	113905044333	6023928	19165	19961	0.0	0	0	0	0
SIN:12329	17	NA12329	Yr1,Yr3	3	CEU	EUR	1328	daughter	female	True	ont	all	unknown	unknown	no	no	51.0	153008811436	2069200	138769	167893	33.6	547547	192080	224365	17
SIN:12329	17	NA12329	Yr1,Yr3	3	CEU	EUR	1328	daughter	female	True	ont	20230627_GM12329_UL_eee-prom1-2D-PAM99130_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230905_HGSVC_EEE_UL_ONT/NA12329	unknown	yes	yes	9.7	29204962115	389780	138316	159625	6.5	110215	183775	208838	0
SIN:12329	17	NA12329	Yr1,Yr3	3	CEU	EUR	1328	daughter	female	True	ont	20230627_GM12329_UL_eee-prom1-2C-PAM99144_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230905_HGSVC_EEE_UL_ONT/NA12329	unknown	yes	yes	11.8	35285788147	691617	102042	129229	6.0	106280	171651	201258	3
SIN:12329	17	NA12329	Yr1,Yr3	3	CEU	EUR	1328	daughter	female	True	ont	20221228_GM12329_UL_eee-prom1-2B-PAG68635_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230905_HGSVC_EEE_UL_ONT/NA12329	unknown	yes	yes	7.3	21890696955	205351	201705	230405	5.9	81434	239350	271352	8
SIN:12329	17	NA12329	Yr1,Yr3	3	CEU	EUR	1328	daughter	female	True	ont	20221220_GM12329_UL_eee-prom1-2D-PAG67852_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230905_HGSVC_EEE_UL_ONT/NA12329	unknown	yes	yes	12.1	36168601347	407198	153962	179941	8.6	137984	197229	227000	1
SIN:12329	17	NA12329	Yr1,Yr3	3	CEU	EUR	1328	daughter	female	True	ont	20221214_GM12329_UL_eee-prom1-2F-PAK34773_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230905_HGSVC_EEE_UL_ONT/NA12329	unknown	yes	yes	1.4	4128814866	59691	119131	149845	0.8	14232	176290	210851	0
SIN:12329	17	NA12329	Yr1,Yr3	3	CEU	EUR	1328	daughter	female	True	ont	20221214_GM12329_UL_eee-prom1-2C-PAG67658_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230905_HGSVC_EEE_UL_ONT/NA12329	unknown	yes	yes	3.3	9775812901	135684	119317	143905	2.0	34621	170494	200030	1
SIN:12329	17	NA12329	Yr1,Yr3	3	CEU	EUR	1328	daughter	female	True	ont	20221213_GM12329_UL_eee-prom1-2C-PAG67658_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230905_HGSVC_EEE_UL_ONT/NA12329	unknown	yes	yes	5.5	16554135105	179879	143343	174573	3.8	62781	188823	224223	4
SIN:12329	17	NA12329	Yr1,Yr3	3	CEU	EUR	1328	daughter	female	True	strandseq	unknown	IGSR:HGSVC2:/working/20200120_Strandseq/fastq/GM12329A	unknown	yes	unknown	0.0	0	0	0	0	0.0	0	0	0	0
SIN:02011	18	HG02011	Yr1,Yr3	2	ACB	AFR	BB13	son	male	True	hifi	all	unknown	unknown	no	no	40.3	120927771509	6942973	17879	18776	0.0	0	0	0	0
SIN:02011	18	HG02011	Yr1,Yr3	2	ACB	AFR	BB13	son	male	True	hifi	JAX_HiFi_HG02011_m64119_220114_220850.fastq.gz	IGSR:HGSVC3:/working/20220831_JAX_HiFi/HG02011	PRJEB58376	yes	no	13.6	40664209125	2388311	17458	18420	0.0	0	0	0	0
SIN:02011	18	HG02011	Yr1,Yr3	2	ACB	AFR	BB13	son	male	True	hifi	JAX_HiFi_HG02011_m64119_220104_202343.fastq.gz	IGSR:HGSVC3:/working/20220831_JAX_HiFi/HG02011	PRJEB58376	yes	no	12.8	38400859840	2266129	17370	18264	0.0	0	0	0	0
SIN:02011	18	HG02011	Yr1,Yr3	2	ACB	AFR	BB13	son	male	True	hifi	JAX_HiFi_HG02011_m64039_220121_204950.fastq.gz	IGSR:HGSVC3:/working/20220831_JAX_HiFi/HG02011	PRJEB58376	yes	no	14.0	41862702544	2288533	18711	19591	0.0	0	0	0	0
SIN:02011	18	HG02011	Yr1,Yr3	2	ACB	AFR	BB13	son	male	True	ont	all	unknown	unknown	no	no	59.9	179578247595	3349050	117073	144513	34.2	579296	183111	212478	3
SIN:02011	18	HG02011	Yr1,Yr3	2	ACB	AFR	BB13	son	male	True	ont	20230522_230516_23-lee-007_PCA100115_3F-run8_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled/HG02011	PRJEB58376	yes	yes	24.5	73574056414	1210385	115724	135261	14.1	254600	169850	191905	0
SIN:02011	18	HG02011	Yr1,Yr3	2	ACB	AFR	BB13	son	male	True	ont	20220405_220330_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled/HG02011	PRJEB58376	yes	yes	8.4	25130098667	562441	89079	113727	3.7	69048	161426	190179	0
SIN:02011	18	HG02011	Yr1,Yr3	2	ACB	AFR	BB13	son	male	True	ont	20220405_220329_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled/HG02011	PRJEB58376	yes	yes	6.4	19330425214	706268	59683	100022	2.2	37130	181187	216155	0
SIN:02011	18	HG02011	Yr1,Yr3	2	ACB	AFR	BB13	son	male	True	ont	20220322_220316_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled/HG02011	PRJEB58376	yes	yes	20.5	61543667300	869956	154075	182118	14.2	218518	207863	238299	3
SIN:02011	18	HG02011	Yr1,Yr3	2	ACB	AFR	BB13	son	male	True	strandseq	unknown	IGSR:HGSVC2:/working/20200120_Strandseq/fastq/HG02011	PRJEB39750	yes	unknown	0.0	0	0	0	0	0.0	0	0	0	0
SIN:19983	19	NA19983	Yr1,Yr3	1	ASW	AFR	2436	daughter	female	True	hifi	m64076_220217_122931.hifi_reads.fastq.gz	IGSR:HGSVC3:/working/20220418_UW_HiFi/NA19983	unknown	yes	no	13.9	41718404002	2057021	20636	21429	0.0	0	0	0	0
SIN:19983	19	NA19983	Yr1,Yr3	1	ASW	AFR	2436	daughter	female	True	hifi	m54329U_220219_025145.hifi_reads.fastq.gz	IGSR:HGSVC3:/working/20220418_UW_HiFi/NA19983	unknown	yes	no	14.2	42581285149	2137110	20196	21041	0.0	0	0	0	0
SIN:19983	19	NA19983	Yr1,Yr3	1	ASW	AFR	2436	daughter	female	True	hifi	m54329U_220211_113834.hifi_reads.fastq.gz	IGSR:HGSVC3:/working/20220418_UW_HiFi/NA19983	unknown	yes	no	12.8	38474205113	1925591	20267	21106	0.0	0	0	0	0
SIN:19983	19	NA19983	Yr1,Yr3	1	ASW	AFR	2436	daughter	female	True	hifi	all	unknown	unknown	no	no	40.9	122773894264	6119722	20366	21193	0.0	0	0	0	0
SIN:19983	19	NA19983	Yr1,Yr3	1	ASW	AFR	2436	daughter	female	True	ont	all	unknown	unknown	no	no	50.6	151775193163	2338403	138739	165388	33.0	537088	193604	222903	54
SIN:19983	19	NA19983	Yr1,Yr3	1	ASW	AFR	2436	daughter	female	True	ont	20230215_NA19983_UL_eee-prom1-3B-PAM44162_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230501_HGSVC_UL_ONT-UW/NA19983	unknown	yes	yes	8.7	26083361164	418920	127348	149764	5.4	93093	180449	204932	0
