id	alias	instrumentModel	firstCreated	firstPublic	releaseStatus	submissionAccountId	studyId	experimentId	sampleId	sample	project_accession	sample_alias	instrument_model	library_name	library_source	library_selection	library_strategy	file_name	file_md5	
ERR12954428	ena-RUN-TAB-27-04-2024-14:12:44:725-75766	PromethION	2024-04-27T15:12:49		PRIVATE	Webin-56587	ERP159803	ERX12326625	ERS19211912	ERS19211912	PRJEB75216	HG04217_ONT-UL_2	PromethION	HG04217	GENOMIC	size fractionation	WGS	20210903_210825_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	270b5a1dc9fd5648ebe800c08e9242ee	same
ERR12954369	ena-RUN-TAB-27-04-2024-14:12:44:682-75648	PromethION	2024-04-27T15:12:48		PRIVATE	Webin-56587	ERP159803	ERX12326566	ERS19212013	ERS19212013	PRJEB75216	NA18534_ONT-UL_1	PromethION	NA18534	GENOMIC	size fractionation	WGS	20220223_220216_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	6bf90f6690187651977d7d42f10fd42a	same
ERR12954408	ena-RUN-TAB-27-04-2024-14:12:44:711-75726	PromethION	2024-04-27T15:12:49		PRIVATE	Webin-56587	ERP159803	ERX12326605	ERS19211934	ERS19211934	PRJEB75216	NA18534_ONT-UL_2	PromethION	NA18534	GENOMIC	size fractionation	WGS	20220228_220223_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	3fd96f61344c33065834b2a20abbe85d	same
ERR12954376	ena-RUN-TAB-27-04-2024-14:12:44:688-75662	PromethION	2024-04-27T15:12:49		PRIVATE	Webin-56587	ERP159803	ERX12326573	ERS19211921	ERS19211921	PRJEB75216	NA18534_ONT-UL_3	PromethION	NA18534	GENOMIC	size fractionation	WGS	20230619_230613_23-lee-007_PCA100115_3D-run12_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	b82e7d36feeac4608976b6039b5cab68	same
ERR12954372	ena-RUN-TAB-27-04-2024-14:12:44:685-75654	PromethION	2024-04-27T15:12:48		PRIVATE	Webin-56587	ERP159803	ERX12326569	ERS19211917	ERS19211917	PRJEB75216	NA19434_ONT-UL_1	PromethION	NA19434	GENOMIC	size fractionation	WGS	20211008_210929_21-lee-006_PCT0053_2-A11-D11_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	263788e643f098362415ac4f544bb4c0	same
ERR12954401	ena-RUN-TAB-27-04-2024-14:12:44:705-75712	PromethION	2024-04-27T15:12:49		PRIVATE	Webin-56587	ERP159803	ERX12326598	ERS19211965	ERS19211965	PRJEB75216	NA19434_ONT-UL_2	PromethION	NA19434	GENOMIC	size fractionation	WGS	20211001_210922_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	4f91f47b58e52de77b895d6858a53aac	same
ERR12954427	ena-RUN-TAB-27-04-2024-14:12:44:724-75764	PromethION	2024-04-27T15:12:49		PRIVATE	Webin-56587	ERP159803	ERX12326624	ERS19211910	ERS19211910	PRJEB75216	NA19650_ONT-UL_1	PromethION	NA19650	GENOMIC	size fractionation	WGS	20220220_220216_21-lee-006_PC24B149_1E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	073a69831c1ab9aefe5b2b867725487f	same
ERR12954411	ena-RUN-TAB-27-04-2024-14:12:44:713-75732	PromethION	2024-04-27T15:12:49		PRIVATE	Webin-56587	ERP159803	ERX12326608	ERS19211988	ERS19211988	PRJEB75216	NA19650_ONT-UL_2	PromethION	NA19650	GENOMIC	size fractionation	WGS	20230530_230523_23-lee-007_PCA100115_3D-run10_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	7c6dc20e5472bc6117807da28c00128b	same
ERR12954436	ena-RUN-TAB-27-04-2024-14:12:44:731-75782	PromethION	2024-04-27T15:12:49		PRIVATE	Webin-56587	ERP159803	ERX12326633	ERS19212035	ERS19212035	PRJEB75216	NA19650_ONT-UL_3	PromethION	NA19650	GENOMIC	size fractionation	WGS	20220223_220218_21-lee-006_PC24B149_1E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	bd94670f745f099945cdd545a1fd3f3c	same
ERR12954371	ena-RUN-TAB-27-04-2024-14:12:44:684-75652	PromethION	2024-04-27T15:12:48		PRIVATE	Webin-56587	ERP159803	ERX12326568	ERS19211993	ERS19211993	PRJEB75216	NA19650_ONT-UL_4	PromethION	NA19650	GENOMIC	size fractionation	WGS	20220215_220209_21-lee-006_PC24B149_2G_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	e1742fad4c7f906e550c5664de134c2e	same
ERR12954425	ena-RUN-TAB-27-04-2024-14:12:44:723-75760	PromethION	2024-04-27T15:12:49		PRIVATE	Webin-56587	ERP159803	ERX12326622	ERS19211952	ERS19211952	PRJEB75216	NA19705_ONT-UL_1	PromethION	NA19705	GENOMIC	size fractionation	WGS	20230503_230425_23-lee-007_PCA100115_3D-run3_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	c5bb09ed07f9691b76181438415823f7	same
ERR12954382	ena-RUN-TAB-27-04-2024-14:12:44:692-75674	PromethION	2024-04-27T15:12:49		PRIVATE	Webin-56587	ERP159803	ERX12326579	ERS19211903	ERS19211903	PRJEB75216	NA19705_ONT-UL_2	PromethION	NA19705	GENOMIC	size fractionation	WGS	20220322_220316_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	5d55e5f5370691e98758ce646372cb04	same
ERR12954403	ena-RUN-TAB-27-04-2024-14:12:44:707-75716	PromethION	2024-04-27T15:12:49		PRIVATE	Webin-56587	ERP159803	ERX12326600	ERS19211958	ERS19211958	PRJEB75216	NA19705_ONT-UL_3	PromethION	NA19705	GENOMIC	size fractionation	WGS	20220315_220308_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	d369fe5a7fc1f6e018d3a791b0e956e0	same
ERR12954434	ena-RUN-TAB-27-04-2024-14:12:44:730-75778	PromethION	2024-04-27T15:12:49		PRIVATE	Webin-56587	ERP159803	ERX12326631	ERS19211923	ERS19211923	PRJEB75216	NA19836_ONT-UL_1	PromethION	NA19836	GENOMIC	size fractionation	WGS	20211001_210922_21-lee-006_PCT0053_2-A7-D7_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	18e3925472190f1fa946a954c0dfb23c	same
ERR12954417	ena-RUN-TAB-27-04-2024-14:12:44:717-75744	PromethION	2024-04-27T15:12:49		PRIVATE	Webin-56587	ERP159803	ERX12326614	ERS19212001	ERS19212001	PRJEB75216	NA19836_ONT-UL_2	PromethION	NA19836	GENOMIC	size fractionation	WGS	20211102_211020_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	71c3780592a78b094e688794975fb21e	same
ERR12954420	ena-RUN-TAB-27-04-2024-14:12:44:719-75750	PromethION	2024-04-27T15:12:49		PRIVATE	Webin-56587	ERP159803	ERX12326617	ERS19212006	ERS19212006	PRJEB75216	NA20509_ONT-UL_1	PromethION	NA20509	GENOMIC	size fractionation	WGS	20220412_220407_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	7ce8a5c7bd675f12d404b98859bf21f6	same
ERR12954360	ena-RUN-TAB-27-04-2024-14:12:44:676-75630	PromethION	2024-04-27T15:12:48		PRIVATE	Webin-56587	ERP159803	ERX12326557	ERS19211978	ERS19211978	PRJEB75216	NA20509_ONT-UL_2	PromethION	NA20509	GENOMIC	size fractionation	WGS	20220408_220405_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	6e0434025e3ab5204d08ddcc78054595	same
ERR12954367	ena-RUN-TAB-27-04-2024-14:12:44:681-75644	PromethION	2024-04-27T15:12:48		PRIVATE	Webin-56587	ERP159803	ERX12326564	ERS19211982	ERS19211982	PRJEB75216	NA20509_ONT-UL_3	PromethION	NA20509	GENOMIC	size fractionation	WGS	20230522_230516_23-lee-007_PCA100115_3D-run7_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	8e05aad32ccb9332b638356576f4a8f1	same
ERR12954392	ena-RUN-TAB-27-04-2024-14:12:44:699-75694	PromethION	2024-04-27T15:12:49		PRIVATE	Webin-56587	ERP159803	ERX12326589	ERS19211897	ERS19211897	PRJEB75216	NA20509_ONT-UL_4	PromethION	NA20509	GENOMIC	size fractionation	WGS	20220419_220412_21lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	b86bae09d166f407a128d9391e745a2f	same
