study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	instrument_platform	instrument_model	library_name	library_strategy	read_count	base_count	center_name	experiment_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	submitted_ftp	sample_alias	sample_title
PRJNA731524	SAMN03283347	SRS817069	SRX14498306	SRR18363749	9606	OXFORD_NANOPORE	PromethION	GM24385_2	WGS	8029402	71532506038	SUB11195766	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	GM24385_2	GM24385_2_Guppy_4.2.2_prom.fastq.gz	69568185462	a82fcb568a2a968abaaca4f4dd9d9512	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/049/SRR18363749/SRR18363749_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14498305	SRR18363750	9606	OXFORD_NANOPORE	PromethION	GM24385_1	WGS	2900987	26945078155	SUB11195766	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	GM24385_1	GM24385_1_Guppy_4.2.2_prom.fastq.gz	26286267653	3b7066339df8d7e868a646e04f82edb7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/050/SRR18363750/SRR18363750_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14498303	SRR18363752	9606	OXFORD_NANOPORE	PromethION	12_19_19_R941_GM24385_21	WGS	1841302	56008265581	SUB11195766	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	12_19_19_R941_GM24385_21	12_19_19_R941_GM24385_21_Guppy_4.2.2_prom.fastq.gz	54359256048	c8801594e07fda6e7330869efc6b8b9f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/052/SRR18363752/SRR18363752_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14498301	SRR18363754	9606	OXFORD_NANOPORE	PromethION	12_19_19_R941_GM24385_19	WGS	1735994	58081247305	SUB11195766	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	12_19_19_R941_GM24385_19	12_19_19_R941_GM24385_19_Guppy_4.2.2_prom.fastq.gz	55868651009	35e9e74bb72b5f967107a352f8a152a8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/054/SRR18363754/SRR18363754_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14498298	SRR18363757	9606	OXFORD_NANOPORE	PromethION	12_16_19_R941_GM24385_9	WGS	2438296	60660138592	SUB11195766	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	12_16_19_R941_GM24385_9	12_16_19_R941_GM24385_9_Guppy_4.2.2_prom.fastq.gz	59045081162	6415abaf57aa0c4ac943f2e9595e4a0a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/057/SRR18363757/SRR18363757_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14498297	SRR18363758	9606	OXFORD_NANOPORE	PromethION	12_16_19_R941_GM24385_16	WGS	3436957	86284592314	SUB11195766	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	12_16_19_R941_GM24385_16	12_16_19_R941_GM24385_16_Guppy_4.2.2_prom.fastq.gz	83763810275	989bc3398b90091281d7f780a605048a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/058/SRR18363758/SRR18363758_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14498296	SRR18363759	9606	OXFORD_NANOPORE	PromethION	11_18_19_R941_GM24385_6	WGS	3572391	80379471264	SUB11195766	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	11_18_19_R941_GM24385_6	11_18_19_R941_GM24385_6_Guppy_4.2.2_prom.fastq.gz	78401350652	5d9f22ea208ba4d18cffa9c466f74967	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/059/SRR18363759/SRR18363759_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX23904609	SRR28295757	9606	OXFORD_NANOPORE	PromethION	11_15_22_R1041_Duplex_HG002_10	WGS	348831	9417319918	SUB14305115	PromethION sequencing: Oxford Nanopore Duplex sequencing of HG002	PRJNA731524	11_15_22_R1041_Duplex_HG002_10	11_15_22_R1041_Duplex_HG002_10_Dorado_v0.1.1_400bps_sup_stereo_duplex.bam	8373877114	0c7f54c25f2f6989cd1fa2b919fe015b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/057/SRR28295757/SRR28295757_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX23904603	SRR28295763	9606	OXFORD_NANOPORE	PromethION	11_15_22_R1041_Duplex_HG002_4	WGS	323287	8479555885	SUB14305115	PromethION sequencing: Oxford Nanopore Duplex sequencing of HG002	PRJNA731524	11_15_22_R1041_Duplex_HG002_4	11_15_22_R1041_Duplex_HG002_4_Dorado_v0.1.1_400bps_sup_stereo_duplex.bam	7538853838	0d123ba78f6fc3dec15d0d4e9063e762	ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/063/SRR28295763/SRR28295763_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX23904602	SRR28295764	9606	OXFORD_NANOPORE	PromethION	11_15_22_R1041_Duplex_HG002_3	WGS	358356	9464136768	SUB14305115	PromethION sequencing: Oxford Nanopore Duplex sequencing of HG002	PRJNA731524	11_15_22_R1041_Duplex_HG002_3	11_15_22_R1041_Duplex_HG002_3_Dorado_v0.1.1_400bps_sup_stereo_duplex.bam	8415846415	bd2dd4369ba6743932281b95148b2c10	ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/064/SRR28295764/SRR28295764_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX23904600	SRR28295766	9606	OXFORD_NANOPORE	PromethION	1_3_23_R1041_Duplex_HG002_2	WGS	540739	13440653054	SUB14305115	PromethION sequencing: Oxford Nanopore Duplex sequencing of HG002	PRJNA731524	1_3_23_R1041_Duplex_HG002_2	1_3_23_R1041_Duplex_HG002_2_Dorado_v0.1.1_400bps_sup_stereo_duplex.bam	11976438522	76b88a75b0db495bbce7e2de8516f659	ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/066/SRR28295766/SRR28295766_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX23904598	SRR28295768	9606	OXFORD_NANOPORE	PromethION	11_15_22_R1041_Duplex_HG002_12	WGS	286219	7516815739	SUB14305115	PromethION sequencing: Oxford Nanopore Duplex sequencing of HG002	PRJNA731524	11_15_22_R1041_Duplex_HG002_12	11_15_22_R1041_Duplex_HG002_12_Dorado_v0.1.1_400bps_sup_stereo_duplex.bam	6667188005	b7723f396dc05e15e22fb4b35f7a1903	ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/068/SRR28295768/SRR28295768_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN05603745	SRS2205766	SRX10954035	SRR14611217	9606	PACBIO_SMRT	Sequel II	HG02818_lib3	WGS	1673498	24614236086	SUB9694575	Sequel II sequencing: PacBio HiFi sequencing of HG02818	PRJNA731524	HG02818_lib3	m64043_200315_071057.ccs.bam	20164325806	cf8e3b13737557f4cfe3e12c8f8a9f4a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR146/017/SRR14611217/SRR14611217.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611217/m64043_200315_071057.ccs.bam	Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
PRJNA731524	SAMN11308573	SRS5098539	SRX10954026	SRR14611226	9606	PACBIO_SMRT	Sequel II	NA21309_lib1	WGS	0	0	SUB9694575	Sequel II sequencing: PacBio HiFi sequencing of NA21309	PRJNA731524	NA21309_lib1	m64043_191210_201113.ccs.bam				ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611226/m64043_191210_201113.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611226/m64043_191213_191857.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611226/m64043_191215_014401.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611226/m64043_191219_192900.ccs.bam	Human sample NA21309 from Homo Sapiens	Human sample from Homo sapiens NA21309
PRJNA731524	SAMN13207712	SRS6179883	SRX10954022	SRR14611230	9606	PACBIO_SMRT	Sequel II	NA20129_lib1	WGS	0	0	SUB9694575	Sequel II sequencing: PacBio HiFi sequencing of NA20129	PRJNA731524	NA20129_lib1	m64043_191227_185626.ccs.bam				ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611230/m64043_191227_185626.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611230/m64043_191229_010753.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611230/m64043_191230_073311.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611230/m64043_200111_140530.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611230/m64043_200114_192155.ccs.bam	Human sample NA20129, African American from Southwest USA, from Homo Sapiens	Human sample NA20129, African American from Southwest USA, from Homo sapiens
PRJNA731524	SAMN08723473	SRS3924828	SRX10954017	SRR14611235	9606	PACBIO_SMRT	Sequel II	HG03486_lib1	WGS	0	0	SUB9694575	Sequel II sequencing: PacBio HiFi sequencing of HG03486	PRJNA731524	HG03486_lib1	m64043_200424_162541.ccs.bam				ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611235/m64043_200424_162541.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611235/m64043_200425_223840.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611235/m64043_200428_155222.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611235/m64043_200429_220517.ccs.bam	Human sample HG03486 from Homo sapiens	Human sample HG03486 from Homo sapiens
PRJNA731524	SAMN13957917	SRS6180167	SRX10954014	SRR14611238	9606	PACBIO_SMRT	Sequel II	HG01243_lib1	WGS	0	0	SUB9694575	Sequel II sequencing: PacBio HiFi sequencing of HG01243	PRJNA731524	HG01243_lib1	m64136_200827_191603.ccs.bam				ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611238/m64136_200827_191603.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611238/m64136_200829_012933.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611238/m64136_200830_075556.ccs.bam	Human sample HG01243 from Homo Sapiens	Human sample from Homo sapiens HG01243
PRJNA731524	SAMN03283347	SRS817069	SRX20248994	SRR24462132	9606	OXFORD_NANOPORE	PromethION	GM24385_3	WGS	2454391	45678526148	SUB13301154	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	GM24385_3	GM24385_3_Guppy_5.0.7_prom_sup_pass.fastq.gz	39155930956	36eb3c8a5ef79410ec5b1f2cb7f57c59	ftp.sra.ebi.ac.uk/vol1/fastq/SRR244/032/SRR24462132/SRR24462132_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX20248992	SRR24462134	9606	OXFORD_NANOPORE	PromethION	GM24385_1	WGS	1277550	23562858933	SUB13301154	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	GM24385_1	GM24385_1_Guppy_5.0.7_prom_sup_pass.fastq.gz	20155368604	b7cc7b99e353b856747315e5c7b31651	ftp.sra.ebi.ac.uk/vol1/fastq/SRR244/034/SRR24462134/SRR24462134_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14498317	SRR18363738	9606	OXFORD_NANOPORE	PromethION	12_16_19_R941_GM24385_15	WGS	3122892	81409134224	SUB11195766	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	12_16_19_R941_GM24385_15	12_16_19_R941_GM24385_15_Guppy_4.2.2_prom.fastq.gz	79075211023	323ae4245d662219554cad7ad50e06c4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/038/SRR18363738/SRR18363738_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14498308	SRR18363747	9606	OXFORD_NANOPORE	PromethION	GM24385_3	WGS	8398604	61915876922	SUB11195766	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	GM24385_3	GM24385_3_Guppy_4.2.2_prom.fastq.gz	59884622359	2c222f484db350e723c79ad25ccbf9f3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/047/SRR18363747/SRR18363747_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14498307	SRR18363748	9606	OXFORD_NANOPORE	PromethION	11_22_19_R941_GM24385_7	WGS	3113740	66714282725	SUB11195766	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	11_22_19_R941_GM24385_7	11_22_19_R941_GM24385_7_Guppy_4.2.2_prom.fastq.gz	65225896170	417829adea13f7bdc388dbb319ea3655	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/048/SRR18363748/SRR18363748_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14498299	SRR18363756	9606	OXFORD_NANOPORE	PromethION	12_19_19_R941_GM24385_17	WGS	2881065	75566027480	SUB11195766	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	12_19_19_R941_GM24385_17	12_19_19_R941_GM24385_17_Guppy_4.2.2_prom.fastq.gz	73748775887	2fe336b0e7c4c2d2b77414e0911227ff	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/056/SRR18363756/SRR18363756_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14498295	SRR18363760	9606	OXFORD_NANOPORE	PromethION	10_10_18_pION_GM24385_NB_SS	WGS	10836442	87843386264	SUB11195766	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	10_10_18_pION_GM24385_NB_SS	10_10_18_pION_GM24385_NB_SS_Guppy_4.2.2_prom_fw205.fastq.gz	89710584945	7b51224936f3eb602f745518d18da37f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/060/SRR18363760/SRR18363760_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX23904606	SRR28295760	9606	OXFORD_NANOPORE	PromethION	11_15_22_R1041_Duplex_HG002_7	WGS	186448	4788519070	SUB14305115	PromethION sequencing: Oxford Nanopore Duplex sequencing of HG002	PRJNA731524	11_15_22_R1041_Duplex_HG002_7	11_15_22_R1041_Duplex_HG002_7_Dorado_v0.1.1_400bps_sup_stereo_duplex.bam	4251543428	f5952334f5694caba03ae77e3d9ebff0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/060/SRR28295760/SRR28295760_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX23904605	SRR28295761	9606	OXFORD_NANOPORE	PromethION	11_15_22_R1041_Duplex_HG002_6	WGS	342043	9140410245	SUB14305115	PromethION sequencing: Oxford Nanopore Duplex sequencing of HG002	PRJNA731524	11_15_22_R1041_Duplex_HG002_6	11_15_22_R1041_Duplex_HG002_6_Dorado_v0.1.1_400bps_sup_stereo_duplex.bam	8128454844	65537a45c65ceca931e03bf5c1fa2d3e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/061/SRR28295761/SRR28295761_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX23904601	SRR28295765	9606	OXFORD_NANOPORE	PromethION	1_3_23_R1041_Duplex_HG002_3	WGS	570243	14381860064	SUB14305115	PromethION sequencing: Oxford Nanopore Duplex sequencing of HG002	PRJNA731524	1_3_23_R1041_Duplex_HG002_3	1_3_23_R1041_Duplex_HG002_3_Dorado_v0.1.1_400bps_sup_stereo_duplex.bam	12780693516	d1a39f14afe5c80e6c1f85bdc3268851	ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/065/SRR28295765/SRR28295765_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX23904597	SRR28295769	9606	OXFORD_NANOPORE	PromethION	11_15_22_R1041_Duplex_HG002_11	WGS	163237	4288557806	SUB14305115	PromethION sequencing: Oxford Nanopore Duplex sequencing of HG002	PRJNA731524	11_15_22_R1041_Duplex_HG002_11	11_15_22_R1041_Duplex_HG002_11_Dorado_v0.1.1_400bps_sup_stereo_duplex.bam	3805512761	f393b6f2a86890afdb655a798e0a69d3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/069/SRR28295769/SRR28295769_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
