runId	run_alias	instrumentModel	firstCreated	firstPublic	releaseStatus	submissionAccountId	studyId	experimentId	sampleId	sample_alias	project_accession	library_name	library_source	library_selection	library_strategy	library_layout	file_name	file_md5	fileFormat	bytes	checksumMethod	checksum	archiveStatus
ERR13491976	ena-RUN-TAB-12-08-2024-22:32:26:794-184173	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862243	ERS20573526	NA19983	PRJEB77558	NA19983_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20230208_NA19983_UL_eee-prom1-2F-PAG84371_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	348bc2131858cadee60c58eef7d383fb	FASTQ	20280323979	MD5	348bc2131858cadee60c58eef7d383fb	File archived
ERR13491975	ena-RUN-TAB-12-08-2024-22:32:26:794-184171	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862242	ERS20573526	NA19983	PRJEB77558	NA19983_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20230207_NA19983_UL_eee-prom1-3H-PAG66270_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	0dfa0aa1d38d381ec0842a53baadec1e	FASTQ	18873560270	MD5	0dfa0aa1d38d381ec0842a53baadec1e	File archived
ERR13491974	ena-RUN-TAB-12-08-2024-22:32:26:793-184169	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862241	ERS20573526	NA19983	PRJEB77558	NA19983_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20230202_NA19983_UL_eee-prom1-3H-PAG84419_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	d6d2961772aca1ea93096298b2a026b4	FASTQ	5773933947	MD5	d6d2961772aca1ea93096298b2a026b4	File archived
ERR13491973	ena-RUN-TAB-12-08-2024-22:32:26:793-184167	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862240	ERS20573526	NA19983	PRJEB77558	NA19983_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20230201_NA19983_UL_eee-prom1-3H-PAG84419_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	a28ba10d02b7632c7e0ea4aa92263899	FASTQ	10529522590	MD5	a28ba10d02b7632c7e0ea4aa92263899	File archived
ERR13491972	ena-RUN-TAB-12-08-2024-22:32:26:792-184165	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862239	ERS20573526	NA19983	PRJEB77558	NA19983_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20230131_NA19983_UL_eee-prom1-3H-PAG84419_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	bc56f34e17a3f8a6c00b9053263d6763	FASTQ	11433875837	MD5	bc56f34e17a3f8a6c00b9053263d6763	File archived
ERR13491971	ena-RUN-TAB-12-08-2024-22:32:26:791-184163	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862238	ERS20573526	NA19983	PRJEB77558	NA19983_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20230131_NA19983_UL_eee-prom1-2G-PAG79639_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2832f3c713e6ae6d10acb5e57f0b9b82	FASTQ	20205764102	MD5	2832f3c713e6ae6d10acb5e57f0b9b82	File archived
ERR13491970	ena-RUN-TAB-12-08-2024-22:32:26:790-184161	Sequel II	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862237	ERS20573526	NA19983	PRJEB77558	NA19983_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m64076_220217_122931.hifi_reads.fastq.gz	53bd8f7e8840aa4f628f6fe850b53a12	FASTQ	33959923779	MD5	53bd8f7e8840aa4f628f6fe850b53a12	File archived
ERR13491969	ena-RUN-TAB-12-08-2024-22:32:26:787-184159	Sequel II	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862236	ERS20573526	NA19983	PRJEB77558	NA19983_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m54329U_220219_025145.hifi_reads.fastq.gz	c1bb9e62cd78b8edb49ba6428940d67b	FASTQ	33540640451	MD5	c1bb9e62cd78b8edb49ba6428940d67b	File archived
ERR13491968	ena-RUN-TAB-12-08-2024-22:32:26:786-184157	Sequel II	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862235	ERS20573526	NA19983	PRJEB77558	NA19983_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m54329U_220211_113834.hifi_reads.fastq.gz	0101c7d67bc81b51c39515987c3499fe	FASTQ	29775304435	MD5	0101c7d67bc81b51c39515987c3499fe	File archived
ERR13491967	ena-RUN-TAB-12-08-2024-22:32:26:786-184155	Revio	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862234	ERS19850125	NA19240	PRJEB77558	NA19240_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m84046_231117_203108_s3.hifi_reads.bc2078.fastq.gz	f5ed31e46d59c39868dda46c4ddd3747	FASTQ	3304906793	MD5	f5ed31e46d59c39868dda46c4ddd3747	File archived
ERR13491966	ena-RUN-TAB-12-08-2024-22:32:26:785-184153	Revio	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862233	ERS19850125	NA19240	PRJEB77558	NA19240_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m84046_231113_224421_s1.hifi_reads.bc2078.fastq.gz	1980874c798d4876a6be57b1bb13bd56	FASTQ	1574426111	MD5	1980874c798d4876a6be57b1bb13bd56	File archived
ERR13491965	ena-RUN-TAB-12-08-2024-22:32:26:784-184151	Revio	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862232	ERS19850125	NA19240	PRJEB77558	NA19240_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m84046_231007_214225_s2.hifi_reads.bc2078.fastq.gz	9e17a22cd5352c24dc8cf23468e77d2f	FASTQ	43362240404	MD5	9e17a22cd5352c24dc8cf23468e77d2f	File archived
ERR13491964	ena-RUN-TAB-12-08-2024-22:32:26:784-184149	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862231	ERS20573525	NA19129	PRJEB77558	NA19129_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM19129_20220104_UL_eee-prom1-1D-PAJ02871_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	70027aaed768f146b1391de023e7f289	FASTQ	38384129120	MD5	70027aaed768f146b1391de023e7f289	File archived
ERR13491963	ena-RUN-TAB-12-08-2024-22:32:26:783-184147	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862230	ERS20573525	NA19129	PRJEB77558	NA19129_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM19129_20211227_UL_eee-prom1-3D-PAJ09653_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	4e9083961d8692f6dcca4a38cad38818	FASTQ	54919338363	MD5	4e9083961d8692f6dcca4a38cad38818	File archived
ERR13491962	ena-RUN-TAB-12-08-2024-22:32:26:782-184145	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862229	ERS20573525	NA19129	PRJEB77558	NA19129_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM19129_20211215_UL_eee-prom1-1D-PAK55439_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	dee0e9dc85dfdf435489d4015c97b56f	FASTQ	2750163903	MD5	dee0e9dc85dfdf435489d4015c97b56f	File archived
ERR13491961	ena-RUN-TAB-12-08-2024-22:32:26:782-184143	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862228	ERS20573525	NA19129	PRJEB77558	NA19129_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM19129_20211215_UL_eee-prom1-1C-PAK55818_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1ec7b0f29315d09ea7c8a5d981d38b11	FASTQ	1498185783	MD5	1ec7b0f29315d09ea7c8a5d981d38b11	File archived
ERR13491960	ena-RUN-TAB-12-08-2024-22:32:26:781-184141	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862227	ERS20573525	NA19129	PRJEB77558	NA19129_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM19129_20210928_UL_eee-prom1-3G-PAH95198_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	e24fe6b9fdaad223ea79fef3f3be82ae	FASTQ	3562990875	MD5	e24fe6b9fdaad223ea79fef3f3be82ae	File archived
ERR13491959	ena-RUN-TAB-12-08-2024-22:32:26:780-184139	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862226	ERS20573525	NA19129	PRJEB77558	NA19129_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM19129_20210921_UL_eee-prom1-1B-PAH95198_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	489aa502f9ef1d0b63e577ab00f11981	FASTQ	48263262	MD5	489aa502f9ef1d0b63e577ab00f11981	File archived
ERR13491958	ena-RUN-TAB-12-08-2024-22:32:26:780-184137	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862225	ERS20573525	NA19129	PRJEB77558	NA19129_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM19129_20210915_UL_eee-prom1-3D-PAH94870_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	7648a9fd17a69f668af891afb7a88a6e	FASTQ	27135364453	MD5	7648a9fd17a69f668af891afb7a88a6e	File archived
ERR13491957	ena-RUN-TAB-12-08-2024-22:32:26:779-184135	Sequel II	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862224	ERS20573525	NA19129	PRJEB77558	NA19129_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m64076_210423_190653.hifi_reads.fastq.gz	74bd8912cab56937db7a19d083c1df23	FASTQ	9708905119	MD5	74bd8912cab56937db7a19d083c1df23	File archived
ERR13491956	ena-RUN-TAB-12-08-2024-22:32:26:778-184133	Sequel II	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862223	ERS20573525	NA19129	PRJEB77558	NA19129_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m64076_201026_210420.Q20.fastq.gz	770eec84b79ddbc8c0a66f0eb7d6ccbc	FASTQ	17239025543	MD5	770eec84b79ddbc8c0a66f0eb7d6ccbc	File archived
ERR13491955	ena-RUN-TAB-12-08-2024-22:32:26:777-184131	Sequel II	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862222	ERS20573525	NA19129	PRJEB77558	NA19129_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m64076_201025_005549.Q20.fastq.gz	e99d6074f8cb5339cadd522d9a10be49	FASTQ	14649005055	MD5	e99d6074f8cb5339cadd522d9a10be49	File archived
ERR13491954	ena-RUN-TAB-12-08-2024-22:32:26:777-184129	Sequel II	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862221	ERS20573525	NA19129	PRJEB77558	NA19129_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m64076_201023_184120.Q20.fastq.gz	5ddc76c756a45cde931565a777d5f77c	FASTQ	17404776957	MD5	5ddc76c756a45cde931565a777d5f77c	File archived
ERR13491953	ena-RUN-TAB-12-08-2024-22:32:26:776-184127	Sequel II	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862220	ERS20573525	NA19129	PRJEB77558	NA19129_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m54329U_210516_043155-bc1022_BAK8B_OA.hifi_reads.fastq.gz	5892bd8b6a59e2c5a25796b43fa116c3	FASTQ	15332722888	MD5	5892bd8b6a59e2c5a25796b43fa116c3	File archived
ERR13491952	ena-RUN-TAB-12-08-2024-22:32:26:775-184125	Sequel II	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862219	ERS20573525	NA19129	PRJEB77558	NA19129_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m54329U_210507_224951-bc1022_BAK8B_OA.hifi_reads.fastq.gz	ed402d4b5c67fa39af20ee5a46b7146b	FASTQ	2633663638	MD5	ed402d4b5c67fa39af20ee5a46b7146b	File archived
ERR13491951	ena-RUN-TAB-12-08-2024-22:32:26:775-184123	Sequel II	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862218	ERS20573525	NA19129	PRJEB77558	NA19129_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m54329U_210223_194607.Q20.fastq.gz	03d2361a1583c5e9133c3a3c31084843	FASTQ	731410685	MD5	03d2361a1583c5e9133c3a3c31084843	File archived
ERR13491950	ena-RUN-TAB-12-08-2024-22:32:26:774-184121	Sequel II	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862217	ERS20573525	NA19129	PRJEB77558	NA19129_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m54329U_201021_182400.Q20.fastq.gz	8f7e94e6dc2520fd2c24691c3f1a9b72	FASTQ	17691813211	MD5	8f7e94e6dc2520fd2c24691c3f1a9b72	File archived
ERR13491949	ena-RUN-TAB-12-08-2024-22:32:26:770-184119	PromethION	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862216	ERS20573524	NA19036	PRJEB77558	NA19036_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20230210_NA19036_UL_eee-prom1-3C-PAG85559_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	539ca98e36ce5b0ac7924075317b35fe	FASTQ	9569257108	MD5	539ca98e36ce5b0ac7924075317b35fe	File archived
ERR13491948	ena-RUN-TAB-12-08-2024-22:32:26:769-184117	PromethION	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862215	ERS20573524	NA19036	PRJEB77558	NA19036_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20221130_NA19036_UL_eee-prom1-2D-PAG70076_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	c17a0695a7ba7cb183520b639689377d	FASTQ	28848411487	MD5	c17a0695a7ba7cb183520b639689377d	File archived
ERR13491947	ena-RUN-TAB-12-08-2024-22:32:26:768-184115	PromethION	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862214	ERS20573524	NA19036	PRJEB77558	NA19036_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20221115_NA19036_UL_eee-prom1-2B-PAM78537_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	702e32b5bb323eee3ac72f374b1be1f3	FASTQ	21270971142	MD5	702e32b5bb323eee3ac72f374b1be1f3	File archived
ERR13491946	ena-RUN-TAB-12-08-2024-22:32:26:768-184113	PromethION	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862213	ERS20573524	NA19036	PRJEB77558	NA19036_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20221110_NA19036_UL_eee-prom1-3C-PAM78532_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	05786ec6a0e9b37583792e50b99ee364	FASTQ	6991288835	MD5	05786ec6a0e9b37583792e50b99ee364	File archived
ERR13491945	ena-RUN-TAB-12-08-2024-22:32:26:767-184111	PromethION	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862212	ERS20573524	NA19036	PRJEB77558	NA19036_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20221108_NA19036_UL_eee-prom1-3C-PAM78532_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	797926a95bff2edd51eb7c0d1a322015	FASTQ	24036599740	MD5	797926a95bff2edd51eb7c0d1a322015	File archived
ERR13491944	ena-RUN-TAB-12-08-2024-22:32:26:766-184109	PromethION	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862211	ERS20573524	NA19036	PRJEB77558	NA19036_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20221101_NA19036_UL_eee-prom1-1F-PAM77935_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	0a81eaf1ba41967353a6aea670fc3738	FASTQ	26074372050	MD5	0a81eaf1ba41967353a6aea670fc3738	File archived
ERR13491943	ena-RUN-TAB-12-08-2024-22:32:26:766-184107	Sequel II	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862210	ERS20573524	NA19036	PRJEB77558	NA19036_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m64076_220130_234407.hifi_reads.fastq.gz	c04dfa436852bbba82a101585ff865fc	FASTQ	29890332450	MD5	c04dfa436852bbba82a101585ff865fc	File archived
ERR13491942	ena-RUN-TAB-12-08-2024-22:32:26:765-184105	Sequel II	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862209	ERS20573524	NA19036	PRJEB77558	NA19036_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m64076_220129_125006.hifi_reads.fastq.gz	4a0cff0eed8bf506217b12b245ef8a85	FASTQ	30578951239	MD5	4a0cff0eed8bf506217b12b245ef8a85	File archived
ERR13491941	ena-RUN-TAB-12-08-2024-22:32:26:764-184103	Sequel II	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862208	ERS20573524	NA19036	PRJEB77558	NA19036_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m64076_220125_004322.hifi_reads.fastq.gz	78c41297f7b5d267dac4cd0cd77bc995	FASTQ	31923303863	MD5	78c41297f7b5d267dac4cd0cd77bc995	File archived
ERR13491940	ena-RUN-TAB-12-08-2024-22:32:26:764-184101	Sequel II	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862207	ERS19850121	NA12329	PRJEB77558	NA12329_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m64076_220128_015732.hifi_reads.fastq.gz	69d10fe9bb008c22c5709e3655660a88	FASTQ	29895190769	MD5	69d10fe9bb008c22c5709e3655660a88	File archived
ERR13491939	ena-RUN-TAB-12-08-2024-22:32:26:763-184099	Sequel II	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862206	ERS19850121	NA12329	PRJEB77558	NA12329_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m64076_220126_113534.hifi_reads.fastq.gz	4ae02f2b5ab86087a7fb335df0d41b51	FASTQ	30906616348	MD5	4ae02f2b5ab86087a7fb335df0d41b51	File archived
ERR13491938	ena-RUN-TAB-12-08-2024-22:32:26:762-184097	Sequel II	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862205	ERS19850121	NA12329	PRJEB77558	NA12329_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m64076_220122_011847.hifi_reads.fastq.gz	2d3240068010210a610d8ac798fa89c9	FASTQ	31315274701	MD5	2d3240068010210a610d8ac798fa89c9	File archived
ERR13491937	ena-RUN-TAB-12-08-2024-22:32:26:762-184095	PromethION	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862204	ERS20573523	HG04036	PRJEB77558	HG04036_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	HG04036_20211221_UL_eee-prom1-1E-PAJ02986_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	810d84eb646724f8ce9ddcf4ec619e50	FASTQ	23003989462	MD5	810d84eb646724f8ce9ddcf4ec619e50	File archived
ERR13491936	ena-RUN-TAB-12-08-2024-22:32:26:761-184093	PromethION	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862203	ERS20573523	HG04036	PRJEB77558	HG04036_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	HG04036_20211220_UL_eee-prom1-1F-PAJ02848_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	7d78ebdb6915a762ae68915e94c391fe	FASTQ	49354605752	MD5	7d78ebdb6915a762ae68915e94c391fe	File archived
ERR13491935	ena-RUN-TAB-12-08-2024-22:32:26:760-184091	PromethION	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862202	ERS20573523	HG04036	PRJEB77558	HG04036_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	HG04036_20211220_UL_eee-prom1-1E-PAJ02986_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	69adb6194cac4fd6134936e94dcda4f7	FASTQ	16491176860	MD5	69adb6194cac4fd6134936e94dcda4f7	File archived
ERR13491934	ena-RUN-TAB-12-08-2024-22:32:26:760-184089	PromethION	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862201	ERS20573523	HG04036	PRJEB77558	HG04036_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	HG04036_20211207_UL_eee-prom1-1B-PAI76381_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	758de036afe2eb4d5eb3962d6b1c1768	FASTQ	26809782205	MD5	758de036afe2eb4d5eb3962d6b1c1768	File archived
ERR13491933	ena-RUN-TAB-12-08-2024-22:32:26:759-184087	PromethION	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862200	ERS20573523	HG04036	PRJEB77558	HG04036_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	HG04036_20211008_UL_eee-prom1-3F-PAI05203_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	951a151195dcc3eade70065ca07be8b9	FASTQ	2140926831	MD5	951a151195dcc3eade70065ca07be8b9	File archived
ERR13491932	ena-RUN-TAB-12-08-2024-22:32:26:758-184085	PromethION	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862199	ERS20573523	HG04036	PRJEB77558	HG04036_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	HG04036_20211006_UL_eee-prom1-3F-PAI05203_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	45b0d95fd541395267c270e349771aac	FASTQ	21276531006	MD5	45b0d95fd541395267c270e349771aac	File archived
ERR13491931	ena-RUN-TAB-12-08-2024-22:32:26:758-184083	PromethION	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862198	ERS20573523	HG04036	PRJEB77558	HG04036_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	HG04036_20210922_UL_eee-prom1-2B-PAH80217_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	28bf18ce3515b69bf8ab14127d96418a	FASTQ	6049284	MD5	28bf18ce3515b69bf8ab14127d96418a	File archived
ERR13491930	ena-RUN-TAB-12-08-2024-22:32:26:757-184081	Sequel II	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862197	ERS20573523	HG04036	PRJEB77558	HG04036_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m64076_210412_082528.hifi_reads.fastq.gz	af4f99af8604c63c6719e0b2eebfde70	FASTQ	23736718982	MD5	af4f99af8604c63c6719e0b2eebfde70	File archived
ERR13491929	ena-RUN-TAB-12-08-2024-22:32:26:756-184079	Sequel II	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862196	ERS20573523	HG04036	PRJEB77558	HG04036_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m64076_210411_021355.hifi_reads.fastq.gz	4c598038fae658eaef605857fbf16dc9	FASTQ	18432281420	MD5	4c598038fae658eaef605857fbf16dc9	File archived
ERR13491928	ena-RUN-TAB-12-08-2024-22:32:26:755-184077	Sequel II	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862195	ERS20573523	HG04036	PRJEB77558	HG04036_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m64076_210408_003515.hifi_reads.fastq.gz	3cc106075feafefc05359daa9cf80b6a	FASTQ	23772723095	MD5	3cc106075feafefc05359daa9cf80b6a	File archived
ERR13491927	ena-RUN-TAB-12-08-2024-22:32:26:755-184075	Sequel II	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862194	ERS20573523	HG04036	PRJEB77558	HG04036_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m64076_210405_202313.hifi_reads.fastq.gz	10aaf090afd32a97246f73c8a93d534f	FASTQ	21726975554	MD5	10aaf090afd32a97246f73c8a93d534f	File archived
ERR13491926	ena-RUN-TAB-12-08-2024-22:32:26:754-184073	Sequel II	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862193	ERS20573523	HG04036	PRJEB77558	HG04036_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m54329U_210411_022852.hifi_reads.fastq.gz	a2ac82fcd99c52eb780199f7afc600ea	FASTQ	19858799086	MD5	a2ac82fcd99c52eb780199f7afc600ea	File archived
ERR13491925	ena-RUN-TAB-12-08-2024-22:32:26:753-184071	PromethION	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862192	ERS19850120	HG03683	PRJEB77558	HG03683_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20230223_HG03683_UL_eee-prom1-3E-PAM43089_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	a2584cb47126cbf8b0db9fb88b567c9f	FASTQ	1004042115	MD5	a2584cb47126cbf8b0db9fb88b567c9f	File archived
ERR13491924	ena-RUN-TAB-12-08-2024-22:32:26:753-184069	PromethION	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862191	ERS19850120	HG03683	PRJEB77558	HG03683_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20230223_HG03683_UL_eee-prom1-2B-PAM43089_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	d05ada3fc8349c680b4adbf463202a69	FASTQ	5365230743	MD5	d05ada3fc8349c680b4adbf463202a69	File archived
ERR13491923	ena-RUN-TAB-12-08-2024-22:32:26:752-184067	PromethION	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862190	ERS19850120	HG03683	PRJEB77558	HG03683_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20230221_HG03683_UL_eee-prom1-3F-PAM41696_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	4bf767f96467377aacf6c46cb8de5315	FASTQ	42755091977	MD5	4bf767f96467377aacf6c46cb8de5315	File archived
ERR13491922	ena-RUN-TAB-12-08-2024-22:32:26:751-184065	PromethION	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862189	ERS19850120	HG03683	PRJEB77558	HG03683_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20230221_HG03683_UL_eee-prom1-3E-PAM43089_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	4a742b1b2406d75284651298f577c527	FASTQ	28518053396	MD5	4a742b1b2406d75284651298f577c527	File archived
ERR13491921	ena-RUN-TAB-12-08-2024-22:32:26:751-184063	PromethION	2024-08-12T23:32:47		PRIVATE	Webin-67527	ERP161946	ERX12862188	ERS19850120	HG03683	PRJEB77558	HG03683_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20230214_HG03683_UL_eee-prom1-2H-PAG77581_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	dd83b0076811bd5b2cedf2d2f0f82007	FASTQ	34541070062	MD5	dd83b0076811bd5b2cedf2d2f0f82007	File archived
