# 20230804T1810
sample	sex	asm_hap1	asm_hap2	asm_unassigned	asm_disconnected	asm_rdna	asm_rdnaEX	asm_mito	asm_mitoEX	asm_ebv	asm_ebvEX
NA19036	female	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19036.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19036.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19036.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19036.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19036.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19036.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19036.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19036.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19036.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19036.ps-sseq.wd/assembly.ebv.exemplar.fasta
NA19129	female	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19129.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19129.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19129.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19129.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19129.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19129.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19129.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19129.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19129.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19129.ps-sseq.wd/assembly.ebv.exemplar.fasta
NA19317	male	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19317.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19317.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19317.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19317.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19317.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19317.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19317.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19317.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19317.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19317.ps-sseq.wd/assembly.ebv.exemplar.fasta
NA19331	male	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19331.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19331.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19331.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19331.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19331.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19331.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19331.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19331.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19331.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19331.ps-sseq.wd/assembly.ebv.exemplar.fasta
NA19347	male	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19347.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19347.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19347.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19347.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19347.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19347.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19347.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19347.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19347.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19347.ps-sseq.wd/assembly.ebv.exemplar.fasta
NA19384	male	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19384.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19384.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19384.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19384.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19384.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19384.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19384.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19384.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19384.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19384.ps-sseq.wd/assembly.ebv.exemplar.fasta
NA19434	female	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19434.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19434.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19434.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19434.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19434.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19434.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19434.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19434.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19434.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19434.ps-sseq.wd/assembly.ebv.exemplar.fasta
NA19836	female	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19836.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19836.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19836.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19836.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19836.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19836.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19836.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19836.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19836.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19836.ps-sseq.wd/assembly.ebv.exemplar.fasta
NA19983	female	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19983.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19983.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19983.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19983.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19983.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19983.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19983.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19983.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19983.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA19983.ps-sseq.wd/assembly.ebv.exemplar.fasta
NA20355	female	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA20355.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA20355.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA20355.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA20355.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA20355.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA20355.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA20355.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA20355.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA20355.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA20355.ps-sseq.wd/assembly.ebv.exemplar.fasta
NA21487	female	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA21487.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA21487.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA21487.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA21487.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA21487.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA21487.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA21487.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA21487.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA21487.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA21487.ps-sseq.wd/assembly.ebv.exemplar.fasta
