sample	cardinality	size_byte	input
HG02059-hifi-G1	1	18350534915	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02059/m64076_200821_215706.ccs.fastq.gz
HG02059-hifi-G2	1	18563903735	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02059/m64076_200823_041159.ccs.fastq.gz
HG02059-hifi-G3	1	22235240343	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02059/m64076_200818_185305.ccs.fastq.gz
HG02059-hifi-G4	1	23383901270	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02059/m54329U_210430_224654.hifi_reads.fastq.gz
HG02059-hifi-G5	1	24372611576	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02059/m54329U_210505_001822.hifi_reads.fastq.gz
HG02059-ont-G1	8	24406111777	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02059/HG02059_20211103_UL_eee-prom1-1B-PAI18840_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02059/HG02059_20210819_UL_eee-prom1-1B-PAH34460_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02059/HG02059_20211104_UL_eee-prom1-1B-PAI18840_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02059/HG02059_20211102_UL_eee-prom1-1B-PAI18840_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02059/HG02059_20210913_UL_eee-prom1-1A-PAH61827_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02059/HG02059_20211103_UL_eee-prom1-1B-PAI18840-2_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02059/HG02059_20210817_UL_eee-prom1-1B-PAH34460_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02059/HG02059_20211102-2_UL_eee-prom1-1B-PAI18840_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02059-ont-G2	1	16182691765	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02059/HG02059_20210908_UL_eee-prom1-2F-PAH61827_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02059-ont-G3	1	27193548852	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02059/HG02059_20210922_UL_eee-prom1-2A-PAH80144_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02059-ont-G4	1	37070102976	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02059/HG02059_20211109_UL_eee-prom1-1B-PAI18586_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02059-ont-G5	1	38122219598	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02059/HG02059_20210817_UL_eee-prom1-1D-PAH40455_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02554-hifi-G1	1	27235409904	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02554/m54329U_210426_220943.hifi_reads.fastq.gz
HG02554-hifi-G2	1	27311365119	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02554/m54329U_210428_040858.hifi_reads.fastq.gz
HG02554-hifi-G3	1	27540737634	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02554/m54329U_210429_102104.hifi_reads.fastq.gz
HG02554-hifi-G4	1	30257417453	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02554/m54329U_210424_234256.hifi_reads.fastq.gz
HG02554-ont-G1	5	19333907501	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02554/HG02554_20211117_UL_eee-prom1-3B-PAI19455_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02554/HG02554_20211202_UL_eee-prom1-1D-PAI18969_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02554/HG02554_20211116_UL_eee-prom1-3B-PAI19455_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02554/HG02554_20211117_UL_eee-prom1-3D-PAI19205_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02554/HG02554_20211130_UL_eee-prom1-1D-PAI18969_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02554-ont-G2	1	14999395513	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02554/HG02554_20211116_UL_eee-prom1-3D-PAI19205_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02554-ont-G3	1	27301944607	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02554/HG02554_20211207_UL_eee-prom1-1E-PAI55647_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02554-ont-G4	1	29744823613	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02554/HG02554_20210713_UL_eee-prom1-2A-PAH12704_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02554-ont-G5	1	31255705476	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02554/HG02554_20210615_STD_eee-prom1-1E-PAG74634_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02554-ont-G6	1	31255705476	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02554/HG02554_20210615_UL_eee-prom1-1E-PAG74634_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02554-ont-G7	1	43621414330	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02554/HG02554_20210608_STD_eee-prom1-2H-PAG74634_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02554-ont-G8	1	43621414330	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02554/HG02554_20210608_UL_eee-prom1-2H-PAG74634_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02554-ont-G9	1	43988780937	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02554/HG02554_20210825_UL_eee-prom1-2B-PAH61790_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02587-ont-G1	4	16586060638	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02587/20221013_HG02587_UL_eee-prom1-1E-PAM79160_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02587/20221013_HG02587_UL_eee-prom1-1D-PAM78114_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02587/20221004_HG02587_UL_eee-prom1-1C-PAM23141_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02587/20221013_HG02587_UL_eee-prom1-1H-PAM78285_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02587-ont-G2	2	16629728432	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02587/20221012_HG02587_UL_eee-prom1-1H-PAM78285_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02587/20221004_HG02587_UL_eee-prom1-1B-PAM23321_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02587-ont-G3	2	21987861070	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02587/20221011_HG02587_UL_eee-prom1-1E-PAM79160_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02587/20221018_HG02587_UL_eee-prom1-1C-PAM78364_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02587-ont-G4	1	12958153765	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02587/20221011_HG02587_UL_eee-prom1-1D-PAM78114_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02587-ont-G5	1	16745695820	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02587/20221025_HG02587_UL_eee-prom1-1B-PAM76612_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02587-ont-G6	1	18627753997	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02587/20220920_HG02587_UL_eee-prom1-1D-PAM64430_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02587-ont-G7	1	18732927555	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02587/20230207_HG02587_UL_eee-prom1-3B-PAG84362_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02666-hifi-G1	2	24298440574	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/HG02666/m64119_210708_195851/JAX_HiFi_HG02666_m64119_210708_195851.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/HG02666/m64119_210721_205857/JAX_HiFi_HG02666_m64119_210721_205857.fastq.gz
HG02666-hifi-G2	1	19001310700	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/HG02666/m64039_210625_190927/JAX_HiFi_HG02666_m64039_210625_190927.fastq.gz
HG02666-hifi-G3	1	19887397137	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/HG02666/m64119_210629_170837/JAX_HiFi_HG02666_m64119_210629_170837.fastq.gz
HG02666-hifi-G4	1	21891791151	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/HG02666/m64039_210730_180618/JAX_HiFi_HG02666_m64039_210730_180618.fastq.gz
HG02666-hifi-G5	1	24518396852	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/HG02666/m64119_211014_041558/JAX_HiFi_HG02666_m64119_211014_041558.fastq.gz
HG02666-hifi-G6	1	27927671381	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/HG02666/m64119_211010_035538/JAX_HiFi_HG02666_m64119_211010_035538.fastq.gz
HG02666-ont-G1	1	86033520769	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/HG02666/20210727_210713_21-lee-006_PCT0053_2-A11-D11_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02666-ont-G2	1	68488089546	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/HG02666/20210608_210526_21-lee-006_PCT0053_2-E9-H9_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02818-ont-G1	2	25958375703	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02818/HG02818_20210616_STD_eee-prom1-1F-PAG74325_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02818/HG02818_20210713_UL_eee-prom1-2B-PAH36289_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02818-ont-G2	1	18629564668	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02818/HG02818_20211110_UL_eee-prom1-2A-PAI18607_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02818-ont-G3	1	21253632284	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02818/HG02818_20211109_UL_eee-prom1-1D-PAI18279_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02818-ont-G4	1	21608774331	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02818/HG02818_20210615_STD_eee-prom1-1F-PAG74325_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02818-ont-G5	1	32477931808	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02818/HG02818_20211109_UL_eee-prom1-1C-PAI19866_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02818-ont-G6	1	33836883787	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02818/HG02818_20210810_UL_eee-prom1-2C-PAH40179_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02818-ont-G7	1	36596935708	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02818/HG02818_20210609_STD_eee-prom1-2E-PAG74325_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02818-ont-G8	1	40353852655	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02818/HG02818_20210908_UL_eee-prom1-2E-PAH61807_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02953-hifi-G1	1	25969300813	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02953/m64076_210429_101918.hifi_reads.fastq.gz
HG02953-hifi-G2	1	26659699390	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02953/m64076_210428_040717.hifi_reads.fastq.gz
HG02953-hifi-G3	1	27725052393	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02953/m64076_210425_010557.hifi_reads.fastq.gz
HG02953-hifi-G4	1	28126232664	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG02953/m64076_210426_220753.hifi_reads.fastq.gz
HG02953-ont-G1	5	14027921161	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02953/HG02953_20210805_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02953/HG02953_20210713_UL_eee-prom1-2E-PAH32423_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02953/HG02953_20210804_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02953/HG02953_20210714_UL_eee-prom1-2E-PAH32423_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02953/HG02953_20210803_UL_eee-prom1-3A-PAH36212_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02953-ont-G2	1	20518646582	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02953/HG02953_20211103_UL_eee-prom1-1G-PAI18578_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02953-ont-G3	1	33792628563	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02953/HG02953_20211102_UL_eee-prom1-1D-PAI20036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02953-ont-G4	1	34258513313	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02953/HG02953_20210831_UL_eee-prom1-3A-PAH61836_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG02953-ont-G5	1	50242460436	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG02953/HG02953_20210825_UL_eee-prom1-2D-PAH61768_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG03452-hifi-G1	1	24350693237	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG03452/m64076_210131_015832.ccs.fastq.gz
HG03452-hifi-G2	1	28601425856	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG03452/m64076_210126_175628.ccs.fastq.gz
HG03452-hifi-G3	1	29027160183	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG03452/m64076_210201_082658.ccs.fastq.gz
HG03452-ont-G1	5	13712632180	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG03452/HG03452_20210915_UL_eee-prom1-3C-PAH79890_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG03452/HG03452_20210913_UL_eee-prom1-1C-PAH74171_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG03452/HG03452_20210928_UL_eee-prom1-3F-PAH79890_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG03452/HG03452_20210913_UL_eee-prom1-1B-PAH61824_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG03452/HG03452_20211202_UL_eee-prom1-1H-PAI20041_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG03452-ont-G2	2	32345393566	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG03452/HG03452_20210908_UL_eee-prom1-2H-PAH74171_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG03452/HG03452_20211130_UL_eee-prom1-1H-PAI20041_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG03452-ont-G3	1	30403607681	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG03452/HG03452_20211006_UL_eee-prom1-3D-PAI05003_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG03452-ont-G4	1	32235797636	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG03452/HG03452_20210908_UL_eee-prom1-2G-PAH61824_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG03452-ont-G5	1	32981695392	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG03452/HG03452_20211019_UL_eee-prom1-3B-PAI05201_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG03520-hifi-G1	2	28024691152	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20211207_UMIGS_HiFi/HG03520/EDEVI_20210402_S64049_PL100170205-1_B01.ccs.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20211207_UMIGS_HiFi/HG03520/EDEVI_20210603_S64018_PL100170205A-3_A01.ccs.fastq.gz
HG03520-hifi-G2	1	20599061444	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20211207_UMIGS_HiFi/HG03520/EDEVI_20210427_S64018_PL100170205A-1_A01.ccs.fastq.gz
HG03520-hifi-G3	1	20953774460	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20211207_UMIGS_HiFi/HG03520/EDEVI_20210924_S64018_PL100194882-1_B01.ccs.fastq.gz
HG03520-hifi-G4	1	21953680473	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20211207_UMIGS_HiFi/HG03520/EDEVI_20210924_S64018_PL100194882-1_C01.ccs.fastq.gz
HG03520-hifi-G5	1	28654495223	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20211207_UMIGS_HiFi/HG03520/EDEVI_20211019_S64049_PL100194881-1_B01.ccs.fastq.gz
HG03520-ont-G1	1	60031544241	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/HG03520/20211102_211020_21-lee-006_PCT0053_2-A11-D11_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG03520-ont-G2	1	53688173007	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/HG03520/20211008_210929_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG03683-ont-G1	3	34109837010	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG03683/20230223_HG03683_UL_eee-prom1-3E-PAM43089_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG03683/20230223_HG03683_UL_eee-prom1-2B-PAM43089_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz,/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG03683/20230214_HG03683_UL_eee-prom1-2G-PAG79669_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG03683-ont-G2	1	28518053396	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG03683/20230221_HG03683_UL_eee-prom1-3E-PAM43089_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG03683-ont-G3	1	34541070062	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG03683/20230214_HG03683_UL_eee-prom1-2H-PAG77581_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG03683-ont-G4	1	42755091977	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/nanopore/20230414_HGSVC_UL_ONT/HG03683/20230221_HG03683_UL_eee-prom1-3F-PAM41696_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz
HG04036-hifi-G1	1	18667960416	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG04036/m64076_210411_021355.hifi_reads.fastq.gz
HG04036-hifi-G2	1	20091718721	/gpfs/project/projects/medbioinf/data/00_RESTRUCTURE/project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG04036/m54329U_210411_022852.hifi_reads.fastq.gz
