# AUTOGEN TABLE - DO NOT EDIT
# notebooks/plotting/main_fig1/plot-qv-estimates.ipynb|20241206T1049
sample	sequence	merqury_error_kmer	merqury_total_kmer	merqury_qv_est	merqury_error_rate	asm_unit	assembler	seq_length	variant_adj_length	variant_num_errors	variant_qv_est	assembly
HG01352	h2tg000063l#1-1147544	221	1147524	50.3755	9.17173e-06	hap2	hifiasm	1147544	1147544	10	51.0	HG01352.hsm-ps-sseq
HG01352	h2tg000064l#1-3256099	1309	3256079	47.1789	1.91473e-05	hap2	hifiasm	3256099	3256099	10	55.0	HG01352.hsm-ps-sseq
HG01352	h2tg000065l#1-298461	316	298441	42.9717	5.04462e-05	hap2	hifiasm	298461	298461	10	45.0	HG01352.hsm-ps-sseq
HG01352	h2tg000066l#1-151806	0	151786	99.0	0.0	hap2	hifiasm	151806	151806	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000067l#1-1252748	635	1252728	46.172	2.41436e-05	hap2	hifiasm	1252748	1252748	8	52.0	HG01352.hsm-ps-sseq
HG01352	h2tg000068l#1-327320	17	327300	56.0671	2.4734e-06	hap2	hifiasm	327320	327320	1	55.0	HG01352.hsm-ps-sseq
HG01352	h2tg000069l#1-1198681	158	1198661	52.0223	6.27724e-06	hap2	hifiasm	1198681	1198681	23	47.0	HG01352.hsm-ps-sseq
HG01352	h2tg000070l#1-1998752	1065	1998732	45.9551	2.53797e-05	hap2	hifiasm	1998752	1998752	25	49.0	HG01352.hsm-ps-sseq
HG01352	h2tg000071l#1-1227658	13	1227638	62.9734	5.04262e-07	hap2	hifiasm	1227658	1227658	8	52.0	HG01352.hsm-ps-sseq
HG01352	h2tg000072l#1-830452	6	830432	64.6337	3.44056e-07	hap2	hifiasm	830452	830452	3	54.0	HG01352.hsm-ps-sseq
HG01352	h2tg000073l#1-989377	33	989357	57.9905	1.58836e-06	hap2	hifiasm	989377	989377	1	60.0	HG01352.hsm-ps-sseq
HG01352	h2tg000074c#1-33138	0	33118	99.0	0.0	hap2	hifiasm	33138	33138	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000075l#1-472035	319	472015	44.9224	3.21926e-05	hap2	hifiasm	472035	472035	16	45.0	HG01352.hsm-ps-sseq
HG01352	h2tg000076l#1-58564	1240	58544	29.9186	0.00101892	hap2	hifiasm	58564	58564	4	42.0	HG01352.hsm-ps-sseq
HG01352	h2tg000077l#1-511803	0	511783	99.0	0.0	hap2	hifiasm	511803	511803	1	57.0	HG01352.hsm-ps-sseq
HG01352	h2tg000078l#1-360813	24	360793	54.9925	3.16773e-06	hap2	hifiasm	360813	360813	3	51.0	HG01352.hsm-ps-sseq
HG01352	h2tg000079l#1-394214	498	394194	42.2044	6.01951e-05	hap2	hifiasm	394214	394214	18	43.0	HG01352.hsm-ps-sseq
HG01352	h2tg000080l#1-165776	3	165756	60.6456	8.61859e-07	hap2	hifiasm	165776	165776	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000081l#1-139952	11	139932	54.2673	3.74345e-06	hap2	hifiasm	139952	139952	13	40.0	HG01352.hsm-ps-sseq
HG01352	h2tg000082l#1-161966	65	161946	47.1859	1.91164e-05	hap2	hifiasm	161966	161966	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000083l#1-110890	780	110870	34.7348	0.00033614	hap2	hifiasm	110890	110890	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000084l#1-132945	725	132925	35.8436	0.000260401	hap2	hifiasm	132945	132945	2	48.0	HG01352.hsm-ps-sseq
HG01352	h2tg000085l#1-151319	69	151299	46.6311	2.17214e-05	hap2	hifiasm	151319	151319	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000086l#1-2776308	1201	2776288	46.8605	2.06039e-05	hap2	hifiasm	2776308	2776308	386	39.0	HG01352.hsm-ps-sseq
HG01352	h2tg000087l#1-123466	21	123446	50.9144	8.10136e-06	hap2	hifiasm	123466	123466	15	39.0	HG01352.hsm-ps-sseq
HG01352	h2tg000088l#1-442790	697	442770	41.2484	7.50172e-05	hap2	hifiasm	442790	442790	7	48.0	HG01352.hsm-ps-sseq
HG01352	h2tg000089l#1-505970	95	505950	50.4856	8.94202e-06	hap2	hifiasm	505970	505970	56	40.0	HG01352.hsm-ps-sseq
HG01352	h2tg000090l#1-610485	667	610465	42.8353	5.20561e-05	hap2	hifiasm	610485	610485	29	43.0	HG01352.hsm-ps-sseq
HG01352	h2tg000091l#1-538343	0	538323	99.0	0.0	hap2	hifiasm	538343	538343	1	57.0	HG01352.hsm-ps-sseq
HG01352	h2tg000092l#1-73935	0	73915	99.0	0.0	hap2	hifiasm	73935	73935	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000093l#1-94068	27	94048	48.6415	1.36727e-05	hap2	hifiasm	94068	94068	8	41.0	HG01352.hsm-ps-sseq
HG01352	h2tg000094l#1-30104	0	30084	99.0	0.0	hap2	hifiasm	30104	30104	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000095l#1-364584	78	364564	49.9185	1.01893e-05	hap2	hifiasm	364584	364584	6	48.0	HG01352.hsm-ps-sseq
HG01352	h2tg000096l#1-227299	27	227279	52.4739	5.65731e-06	hap2	hifiasm	227299	227299	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000097l#1-77432	342	77412	36.7609	0.000210821	hap2	hifiasm	77432	77432	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000098l#1-69275	9	69255	52.084	6.18869e-06	hap2	hifiasm	69275	69275	19	36.0	HG01352.hsm-ps-sseq
HG01352	h2tg000099l#1-83330	742	83310	33.7066	0.000425928	hap2	hifiasm	83330	83330	14	38.0	HG01352.hsm-ps-sseq
HG01352	h2tg000100l#1-1249518	89	1249498	54.6955	3.39195e-06	hap2	hifiasm	1249518	1249518	11	51.0	HG01352.hsm-ps-sseq
HG01352	h2tg000101l#1-501131	29	501111	55.5974	2.75586e-06	hap2	hifiasm	501131	501131	2	54.0	HG01352.hsm-ps-sseq
HG01352	h2tg000102l#1-412611	67	412591	51.1163	7.73338e-06	hap2	hifiasm	412611	412611	3	51.0	HG01352.hsm-ps-sseq
HG01352	h2tg000103l#1-407156	30	407136	54.5482	3.50895e-06	hap2	hifiasm	407156	407156	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000104l#1-198815	0	198795	99.0	0.0	hap2	hifiasm	198815	198815	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000105l#1-141141	730	141121	36.0742	0.000246936	hap2	hifiasm	141141	141141	5	45.0	HG01352.hsm-ps-sseq
HG01352	h2tg000106l#1-130140	222	130120	40.8986	8.13098e-05	hap2	hifiasm	130140	130140	29	37.0	HG01352.hsm-ps-sseq
HG01352	h2tg000107l#1-57859	0	57839	99.0	0.0	hap2	hifiasm	57859	57859	12	37.0	HG01352.hsm-ps-sseq
HG01352	h2tg000108l#1-357894	0	357874	99.0	0.0	hap2	hifiasm	357894	357894	8	47.0	HG01352.hsm-ps-sseq
HG01352	h2tg000109l#1-93619	758	93599	34.1214	0.000387132	hap2	hifiasm	93619	93619	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000110l#1-65800	0	65780	99.0	0.0	hap2	hifiasm	65800	65800	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000111l#1-147245	33	147225	49.7164	1.06748e-05	hap2	hifiasm	147245	147245	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000112l#1-13983	0	13963	99.0	0.0	hap2	hifiasm	13983	13983	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000113l#1-941222	0	941202	99.0	0.0	hap2	hifiasm	941222	941222	4	54.0	HG01352.hsm-ps-sseq
HG01352	h2tg000114c#1-61407	9	61387	51.5602	6.98196e-06	hap2	hifiasm	61407	61407	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000115l#1-159729	0	159709	99.0	0.0	hap2	hifiasm	159729	159729	1	52.0	HG01352.hsm-ps-sseq
HG01352	h2tg000116l#1-75121	0	75101	99.0	0.0	hap2	hifiasm	75121	75121	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000117l#1-265240	329	265220	42.2837	5.91054e-05	hap2	hifiasm	265240	265240	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000118l#1-457113	0	457093	99.0	0.0	hap2	hifiasm	457113	457113	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000119l#1-372338	0	372318	99.0	0.0	hap2	hifiasm	372338	372338	3	51.0	HG01352.hsm-ps-sseq
HG01352	h2tg000120c#1-44261	14	44241	48.2185	1.50712e-05	hap2	hifiasm	44261	44261	4	40.0	HG01352.hsm-ps-sseq
HG01352	h2tg000121l#1-67913	23	67893	47.9225	1.61344e-05	hap2	hifiasm	67913	67913	8	39.0	HG01352.hsm-ps-sseq
HG01352	h2tg000122l#1-37307	0	37287	99.0	0.0	hap2	hifiasm	37307	37307	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000123l#1-122059	185	122039	41.4123	7.22383e-05	hap2	hifiasm	122059	122059	1	51.0	HG01352.hsm-ps-sseq
HG01352	h2tg000124l#1-239168	0	239148	99.0	0.0	hap2	hifiasm	239168	239168	11	43.0	HG01352.hsm-ps-sseq
HG01352	h2tg000125l#1-302212	0	302192	99.0	0.0	hap2	hifiasm	302212	302212	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000126l#1-36959	14	36939	47.435	1.8051e-05	hap2	hifiasm	36959	36959	28	31.0	HG01352.hsm-ps-sseq
HG01352	h2tg000127l#1-193991	2	193971	63.0892	4.90994e-07	hap2	hifiasm	193991	193991	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000129l#1-74389	788	74369	32.9488	0.000507126	hap2	hifiasm	74389	74389	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000130l#1-103574	89	103554	43.8782	4.09432e-05	hap2	hifiasm	103574	103574	4	44.0	HG01352.hsm-ps-sseq
HG01352	h2tg000131l#1-93813	98	93793	43.0295	4.97797e-05	hap2	hifiasm	93813	93813	1	50.0	HG01352.hsm-ps-sseq
HG01352	h2tg000132l#1-257805	673	257785	39.0492	0.000124474	hap2	hifiasm	257805	257805	6	46.0	HG01352.hsm-ps-sseq
HG01352	h2tg000133l#1-475882	2	475862	66.9867	2.00138e-07	hap2	hifiasm	475882	475882	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000134l#1-137825	13	137805	53.4752	4.4924e-06	hap2	hifiasm	137825	137825	1	51.0	HG01352.hsm-ps-sseq
HG01352	h2tg000135l#1-105081	81	105061	44.3502	3.67269e-05	hap2	hifiasm	105081	105081	21	37.0	HG01352.hsm-ps-sseq
HG01352	h2tg000136l#1-101842	76	101822	44.4909	3.55555e-05	hap2	hifiasm	101842	101842	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000137l#1-148662	74	148642	46.2503	2.37123e-05	hap2	hifiasm	148662	148662	60	34.0	HG01352.hsm-ps-sseq
HG01352	h2tg000138l#1-158529	0	158509	99.0	0.0	hap2	hifiasm	158529	158529	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000139l#1-112925	1618	112905	31.6297	0.000687112	hap2	hifiasm	112925	112925	11	40.0	HG01352.hsm-ps-sseq
HG01352	h2tg000140l#1-18177	156	18157	33.8636	0.000410813	hap2	hifiasm	18177	18177	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000141l#1-61708	20	61688	48.1132	1.54411e-05	hap2	hifiasm	61708	61708	7	39.0	HG01352.hsm-ps-sseq
HG01352	h2tg000142l#1-124956	32	124936	49.137	1.21982e-05	hap2	hifiasm	124956	124956	4	45.0	HG01352.hsm-ps-sseq
HG01352	h2tg000143l#1-94894	44	94874	46.5582	2.20893e-05	hap2	hifiasm	94894	94894	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000144l#1-154021	0	154001	99.0	0.0	hap2	hifiasm	154021	154021	4	46.0	HG01352.hsm-ps-sseq
HG01352	h2tg000145l#1-177300	6	177280	57.9272	1.61168e-06	hap2	hifiasm	177300	177300	1	52.0	HG01352.hsm-ps-sseq
HG01352	h2tg000146l#1-34804	0	34784	99.0	0.0	hap2	hifiasm	34804	34804	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000147l#1-133079	34	133059	49.1473	1.21694e-05	hap2	hifiasm	133079	133079	4	45.0	HG01352.hsm-ps-sseq
HG01352	h2tg000148c#1-108824	0	108804	99.0	0.0	hap2	hifiasm	108824	108824	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000149l#1-80633	86	80613	42.9391	5.0827e-05	hap2	hifiasm	80633	80633	1	49.0	HG01352.hsm-ps-sseq
HG01352	h2tg000150l#1-15404	0	15384	99.0	0.0	hap2	hifiasm	15404	15404	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000151l#1-60821	0	60801	99.0	0.0	hap2	hifiasm	60821	60821	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000152l#1-72815	0	72795	99.0	0.0	hap2	hifiasm	72815	72815	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000153l#1-26468	0	26448	99.0	0.0	hap2	hifiasm	26468	26468	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000155l#1-64372	600	64352	33.5069	0.00044597	hap2	hifiasm	64372	64372	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000156l#1-45953	13	45933	48.7034	1.3479e-05	hap2	hifiasm	45953	45953	6	39.0	HG01352.hsm-ps-sseq
HG01352	h2tg000157l#1-14238	0	14218	99.0	0.0	hap2	hifiasm	14238	14238	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000158l#1-41272	0	41252	99.0	0.0	hap2	hifiasm	41272	41272	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000159l#1-47693	0	47673	99.0	0.0	hap2	hifiasm	47693	47693	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000160l#1-62062	97	62042	41.2781	7.45058e-05	hap2	hifiasm	62062	62062	2	45.0	HG01352.hsm-ps-sseq
HG01352	h2tg000161l#1-90441	44	90421	46.3494	2.31774e-05	hap2	hifiasm	90441	90441	1	50.0	HG01352.hsm-ps-sseq
HG01352	h2tg000162c#1-44851	10	44831	49.7375	1.0623e-05	hap2	hifiasm	44851	44851	5	40.0	HG01352.hsm-ps-sseq
HG01352	h2tg000163l#1-79018	0	78998	99.0	0.0	hap2	hifiasm	79018	79018	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000164l#1-120498	0	120478	99.0	0.0	hap2	hifiasm	120498	120498	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000165l#1-111739	300	111719	38.9267	0.000128036	hap2	hifiasm	111739	111739	6	43.0	HG01352.hsm-ps-sseq
HG01352	h2tg000166c#1-76384	0	76364	99.0	0.0	hap2	hifiasm	76384	76384	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000168l#1-67782	0	67762	99.0	0.0	hap2	hifiasm	67782	67782	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000169l#1-93097	54	93077	45.5855	2.76345e-05	hap2	hifiasm	93097	93097	11	39.0	HG01352.hsm-ps-sseq
HG01352	h2tg000170l#1-76868	294	76848	37.3871	0.000182511	hap2	hifiasm	76868	76868	3	44.0	HG01352.hsm-ps-sseq
HG01352	h2tg000171l#1-21086	0	21066	99.0	0.0	hap2	hifiasm	21086	21086	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000173l#1-36791	277	36771	34.4368	0.000360013	hap2	hifiasm	36791	36791	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000174l#1-38473	1	38453	59.0714	1.23839e-06	hap2	hifiasm	38473	38473	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000175l#1-24073	0	24053	99.0	0.0	hap2	hifiasm	24073	24073	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000176c#1-36678	0	36658	99.0	0.0	hap2	hifiasm	36678	36678	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000177l#1-45172	1	45152	59.7689	1.05465e-06	hap2	hifiasm	45172	45172	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000178l#1-20703	0	20683	99.0	0.0	hap2	hifiasm	20703	20703	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000179c#1-45074	12	45054	48.9672	1.26848e-05	hap2	hifiasm	45074	45074	57	29.0	HG01352.hsm-ps-sseq
HG01352	h2tg000180l#1-201361	0	201341	99.0	0.0	hap2	hifiasm	201361	201361	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000181l#1-16669	0	16649	99.0	0.0	hap2	hifiasm	16669	16669	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000182l#1-16253	0	16233	99.0	0.0	hap2	hifiasm	16253	16253	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000183l#1-54640	0	54620	99.0	0.0	hap2	hifiasm	54640	54640	1	47.0	HG01352.hsm-ps-sseq
HG01352	h2tg000184l#1-107751	0	107731	99.0	0.0	hap2	hifiasm	107751	107751	1	50.0	HG01352.hsm-ps-sseq
HG01352	h2tg000185l#1-48147	0	48127	99.0	0.0	hap2	hifiasm	48147	48147	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000186l#1-26630	0	26610	99.0	0.0	hap2	hifiasm	26630	26630	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000187l#1-66195	0	66175	99.0	0.0	hap2	hifiasm	66195	66195	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000188l#1-79495	0	79475	99.0	0.0	hap2	hifiasm	79495	79495	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000189l#1-22675	0	22655	99.0	0.0	hap2	hifiasm	22675	22675	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000190l#1-29092	0	29072	99.0	0.0	hap2	hifiasm	29092	29092	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000191l#1-28643	16	28623	45.747	2.66257e-05	hap2	hifiasm	28643	28643	1	45.0	HG01352.hsm-ps-sseq
HG01352	h2tg000192l#1-54804	0	54784	99.0	0.0	hap2	hifiasm	54804	54804	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000193l#1-25362	1	25342	57.2605	1.87909e-06	hap2	hifiasm	25362	25362	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000194l#1-42299	0	42279	99.0	0.0	hap2	hifiasm	42299	42299	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000195l#1-27082	0	27062	99.0	0.0	hap2	hifiasm	27082	27082	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000196l#1-27577	0	27557	99.0	0.0	hap2	hifiasm	27577	27577	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000197l#1-26754	0	26734	99.0	0.0	hap2	hifiasm	26754	26754	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000198l#1-26901	19	26881	44.7276	3.36694e-05	hap2	hifiasm	26901	26901	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000199l#1-41748	0	41728	99.0	0.0	hap2	hifiasm	41748	41748	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000200l#1-23870	0	23850	99.0	0.0	hap2	hifiasm	23870	23870	0	99.0	HG01352.hsm-ps-sseq
HG01352	h2tg000201l#1-19389	0	19369	99.0	0.0	hap2	hifiasm	19389	19389	0	99.0	HG01352.hsm-ps-sseq
HG01352	total	-1	-1	56.03	-1.0	phased	hifiasm	6077971070	6077971070	47708	51.5128	
HG01457	h1tg000001l#1-99997093	983	99997073	63.2965	4.68111e-07	hap1	hifiasm	99997093	99997093	483	53.0	HG01457.hsm-ps-sseq
HG01457	h1tg000002l#1-82276306	807	82276286	63.3062	4.6707e-07	hap1	hifiasm	82276306	82276306	304	54.0	HG01457.hsm-ps-sseq
HG01457	h1tg000002l#82276340-116311518	1579	34035159	56.5576	2.20925e-06	hap1	hifiasm	34035179	34035179	124	54.0	HG01457.hsm-ps-sseq
HG01457	h1tg000003l#1-36159409	461	36159389	62.1674	6.07104e-07	hap1	hifiasm	36159409	36159409	104	55.0	HG01457.hsm-ps-sseq
HG01457	h1tg000004l#1-69936039	2330	69936019	57.9956	1.58651e-06	hap1	hifiasm	69936039	69936039	321	53.0	HG01457.hsm-ps-sseq
HG01457	h1tg000005l#1-92148167	1645	92148147	60.7054	8.50088e-07	hap1	hifiasm	92148167	92148167	484	53.0	HG01457.hsm-ps-sseq
HG01457	h1tg000006l#1-150593865	2526	150593845	60.9759	7.98749e-07	hap1	hifiasm	150593865	150593865	603	54.0	HG01457.hsm-ps-sseq
HG01457	h1tg000007l#1-86490011	1371	86489991	61.2214	7.54841e-07	hap1	hifiasm	86490011	86490011	566	52.0	HG01457.hsm-ps-sseq
HG01457	h1tg000008l#1-39523239	1458	39523219	57.5531	1.75668e-06	hap1	hifiasm	39523239	39523239	408	50.0	HG01457.hsm-ps-sseq
HG01457	h1tg000009l#1-48620960	1252	48620940	59.1143	1.22622e-06	hap1	hifiasm	48620960	48620960	398	51.0	HG01457.hsm-ps-sseq
HG01457	h1tg000010l#1-134092741	3187	134092721	59.4624	1.13178e-06	hap1	hifiasm	134092741	134092741	529	54.0	HG01457.hsm-ps-sseq
HG01457	h1tg000011l#1-132871719	1955	132871699	61.545	7.00645e-07	hap1	hifiasm	132871719	132871719	687	53.0	HG01457.hsm-ps-sseq
HG01457	h1tg000012l#1-43726603	731	43726583	60.9904	7.96079e-07	hap1	hifiasm	43726603	43726603	144	55.0	HG01457.hsm-ps-sseq
HG01457	h1tg000013l#1-145503674	2351	145503654	61.1384	7.69419e-07	hap1	hifiasm	145503674	145503674	821	52.0	HG01457.hsm-ps-sseq
HG01457	h1tg000014l#1-41009081	2672	41009061	55.0825	3.10278e-06	hap1	hifiasm	41009081	41009081	110	56.0	HG01457.hsm-ps-sseq
HG01457	h1tg000015l#1-199844826	2583	199844806	62.1079	6.15481e-07	hap1	hifiasm	199844826	199844826	998	53.0	HG01457.hsm-ps-sseq
HG01457	h1tg000016l#1-158969899	2240	158969879	61.7328	6.70991e-07	hap1	hifiasm	158969899	158969899	761	53.0	HG01457.hsm-ps-sseq
HG01457	h1tg000017l#1-172822822	2216	172822802	62.1425	6.10593e-07	hap1	hifiasm	172822822	172822822	762	54.0	HG01457.hsm-ps-sseq
HG01457	h1tg000018l#1-23325790	490	23325770	59.9985	1.00033e-06	hap1	hifiasm	23325790	23325790	107	53.0	HG01457.hsm-ps-sseq
HG01457	h1tg000019l#1-26576953	929	26576933	57.787	1.66456e-06	hap1	hifiasm	26576953	26576953	65	56.0	HG01457.hsm-ps-sseq
HG01457	h1tg000020l#1-22540891	726	22540871	58.1425	1.53375e-06	hap1	hifiasm	22540891	22540891	44	57.0	HG01457.hsm-ps-sseq
HG01457	h1tg000021l#1-39069409	434	39069389	62.7656	5.28976e-07	hap1	hifiasm	39069409	39069409	78	57.0	HG01457.hsm-ps-sseq
HG01457	h1tg000021l#39069494-74714731	330	35645218	63.557	4.40855e-07	hap1	hifiasm	35645238	35645238	119	55.0	HG01457.hsm-ps-sseq
HG01457	h1tg000022l#1-66295033	1294	66295013	60.3176	9.29476e-07	hap1	hifiasm	66295033	66295033	345	53.0	HG01457.hsm-ps-sseq
HG01457	h1tg000023l#1-110856847	1319	110856827	62.4673	5.66586e-07	hap1	hifiasm	110856847	110856847	390	55.0	HG01457.hsm-ps-sseq
HG01457	h1tg000024l#1-24447486	373	24447466	61.3874	7.26539e-07	hap1	hifiasm	24447486	24447486	144	52.0	HG01457.hsm-ps-sseq
HG01457	h1tg000025l#1-97908231	2337	97908211	59.4437	1.13665e-06	hap1	hifiasm	97908231	97908231	706	51.0	HG01457.hsm-ps-sseq
HG01457	h1tg000026l#1-72738946	929	72738926	62.1597	6.0818e-07	hap1	hifiasm	72738946	72738946	414	52.0	HG01457.hsm-ps-sseq
HG01457	h1tg000027l#1-58876388	2034	58876368	57.838	1.64512e-06	hap1	hifiasm	58876388	58876388	690	49.0	HG01457.hsm-ps-sseq
HG01457	h1tg000028l#1-77458027	5845	77458007	54.4449	3.59347e-06	hap1	hifiasm	77458027	77458027	508	52.0	HG01457.hsm-ps-sseq
HG01457	h1tg000029l#1-34564402	447	34564382	62.1054	6.15832e-07	hap1	hifiasm	34564402	34564402	115	55.0	HG01457.hsm-ps-sseq
HG01457	h1tg000030l#1-37708320	1614	37708300	56.9074	2.03824e-06	hap1	hifiasm	37708320	37708320	188	53.0	HG01457.hsm-ps-sseq
HG01457	h1tg000031l#1-57766267	1557	57766247	58.916	1.28351e-06	hap1	hifiasm	57766267	57766267	446	51.0	HG01457.hsm-ps-sseq
HG01457	h1tg000032l#1-35016039	899	35016019	59.1272	1.22258e-06	hap1	hifiasm	35016039	35016039	248	51.0	HG01457.hsm-ps-sseq
HG01457	h1tg000033l#1-23541408	1105	23541388	56.5068	2.23522e-06	hap1	hifiasm	23541408	23541408	124	53.0	HG01457.hsm-ps-sseq
HG01457	h1tg000034l#1-36544528	813	36544508	59.7495	1.05938e-06	hap1	hifiasm	36544528	36544528	130	54.0	HG01457.hsm-ps-sseq
HG01457	h1tg000035l#1-35555780	439	35555760	62.3066	5.87947e-07	hap1	hifiasm	35555780	35555780	94	56.0	HG01457.hsm-ps-sseq
HG01457	h1tg000036l#1-7214651	27	7214631	67.4907	1.7821e-07	hap1	hifiasm	7214651	7214651	177	46.0	HG01457.hsm-ps-sseq
HG01457	h1tg000037l#1-15016792	506	15016772	57.9464	1.60458e-06	hap1	hifiasm	15016792	15016792	61	54.0	HG01457.hsm-ps-sseq
HG01457	h1tg000038l#1-6749240	114	6749220	60.9456	8.04332e-07	hap1	hifiasm	6749240	6749240	62	50.0	HG01457.hsm-ps-sseq
HG01457	h1tg000039l#1-61611916	1839	61611896	58.473	1.42136e-06	hap1	hifiasm	61611916	61611916	290	53.0	HG01457.hsm-ps-sseq
HG01457	h1tg000040l#1-1589990	0	1589970	99.0	0.0	hap1	hifiasm	1589990	1589990	0	99.0	HG01457.hsm-ps-sseq
HG01457	h1tg000041l#1-8840773	115	8840753	62.0801	6.1943e-07	hap1	hifiasm	8840773	8840773	83	50.0	HG01457.hsm-ps-sseq
HG01457	h1tg000042l#1-34559673	1325	34559653	57.3856	1.82572e-06	hap1	hifiasm	34559673	34559673	98	55.0	HG01457.hsm-ps-sseq
HG01457	h1tg000043l#1-35870886	248	35870866	64.8251	3.29224e-07	hap1	hifiasm	35870886	35870886	175	53.0	HG01457.hsm-ps-sseq
HG01457	h1tg000044l#1-15858340	160	15858320	63.1835	4.80447e-07	hap1	hifiasm	15858340	15858340	97	52.0	HG01457.hsm-ps-sseq
HG01457	h1tg000045l#1-19103379	272	19103359	61.6876	6.7802e-07	hap1	hifiasm	19103379	19103379	162	51.0	HG01457.hsm-ps-sseq
HG01457	h1tg000046l#1-16199851	886	16199831	55.8428	2.60445e-06	hap1	hifiasm	16199851	16199851	100	52.0	HG01457.hsm-ps-sseq
HG01457	h1tg000047l#1-5107340	0	5107320	99.0	0.0	hap1	hifiasm	5107340	5107340	123	46.0	HG01457.hsm-ps-sseq
HG01457	h1tg000048l#1-997424	68	997404	54.8857	3.24663e-06	hap1	hifiasm	997424	997424	3	55.0	HG01457.hsm-ps-sseq
HG01457	h1tg000049l#1-4261239	542	4261219	52.1773	6.05721e-06	hap1	hifiasm	4261239	4261239	39	50.0	HG01457.hsm-ps-sseq
HG01457	h1tg000050l#1-294188	0	294168	99.0	0.0	hap1	hifiasm	294188	294188	0	99.0	HG01457.hsm-ps-sseq
