# 20240124T1621
index	sample	cell	alt_id	read_type	data_source	file_source	project	processing_batch	file_rel_path	file_date	file_group	group_date	matched	file_name	curated_by
108	HG00096	cell-id-na	20230418_230412_23-lee-007_PC24B149_2C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	ont	JAX_PA	manual	JAX_PA	3	project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/HG00096/20230418_230412_23-lee-007_PC24B149_2C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	unset	04d63d2fd817503533744381ea470eeb	2021	-1	20230418_230412_23-lee-007_PC24B149_2C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	JAX_PA
109	HG00171	m54329U_220205_003428	m54329U_220205_003428	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	1	project-centric/hgsvc/pacbio_hifi/20220418_UW_HiFi/HG00171/m54329U_220205_003428.hifi_reads.fastq.gz	2022	00270f49d099d9b92b64e471d54273ed	2022	1	m54329U_220205_003428.hifi_reads.fastq.gz	metadata
110	HG00171	m54329U_220212_223600	m54329U_220212_223600	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	1	project-centric/hgsvc/pacbio_hifi/20220418_UW_HiFi/HG00171/m54329U_220212_223600.hifi_reads.fastq.gz	2022	00270f49d099d9b92b64e471d54273ed	2022	1	m54329U_220212_223600.hifi_reads.fastq.gz	metadata
111	HG00171	m54329U_220214_093304	m54329U_220214_093304	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	1	project-centric/hgsvc/pacbio_hifi/20220418_UW_HiFi/HG00171/m54329U_220214_093304.hifi_reads.fastq.gz	2022	00270f49d099d9b92b64e471d54273ed	2022	1	m54329U_220214_093304.hifi_reads.fastq.gz	metadata
112	HG00171	20220913_HG00171_UL_eee-prom1-1E-PAM52641_guppy-5.0.11-sup-prom_fastq_pass	20220913_HG00171_UL_eee-prom1-1E-PAM52641_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	1	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG00171/20220913_HG00171_UL_eee-prom1-1E-PAM52641_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	6ce287493ebcbc5e2f4cfc888997507b	2023	1	20220913_HG00171_UL_eee-prom1-1E-PAM52641_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	metadata
113	HG00171	20220913_HG00171_UL_eee-prom1-1F-PAM54734_guppy-5.0.11-sup-prom_fastq_pass	20220913_HG00171_UL_eee-prom1-1F-PAM54734_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	1	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG00171/20220913_HG00171_UL_eee-prom1-1F-PAM54734_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	6ce287493ebcbc5e2f4cfc888997507b	2023	1	20220913_HG00171_UL_eee-prom1-1F-PAM54734_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	metadata
114	HG00171	20220920_HG00171_UL_eee-prom1-1B-PAM64621_guppy-5.0.11-sup-prom_fastq_pass	20220920_HG00171_UL_eee-prom1-1B-PAM64621_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	1	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG00171/20220920_HG00171_UL_eee-prom1-1B-PAM64621_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	6ce287493ebcbc5e2f4cfc888997507b	2023	1	20220920_HG00171_UL_eee-prom1-1B-PAM64621_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	metadata
115	HG00171	20221011_HG00171_UL_eee-prom1-1A-PAM78120_guppy-5.0.11-sup-prom_fastq_pass	20221011_HG00171_UL_eee-prom1-1A-PAM78120_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	1	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG00171/20221011_HG00171_UL_eee-prom1-1A-PAM78120_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	6ce287493ebcbc5e2f4cfc888997507b	2023	1	20221011_HG00171_UL_eee-prom1-1A-PAM78120_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	metadata
116	HG00171	20221011_HG00171_UL_eee-prom1-1B-PAM78131_guppy-5.0.11-sup-prom_fastq_pass	20221011_HG00171_UL_eee-prom1-1B-PAM78131_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	1	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG00171/20221011_HG00171_UL_eee-prom1-1B-PAM78131_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	6ce287493ebcbc5e2f4cfc888997507b	2023	1	20221011_HG00171_UL_eee-prom1-1B-PAM78131_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	metadata
117	HG00171	20221013_HG00171_UL_eee-prom1-1A-PAM78120_guppy-5.0.11-sup-prom_fastq_pass	20221013_HG00171_UL_eee-prom1-1A-PAM78120_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	1	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG00171/20221013_HG00171_UL_eee-prom1-1A-PAM78120_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	6ce287493ebcbc5e2f4cfc888997507b	2023	1	20221013_HG00171_UL_eee-prom1-1A-PAM78120_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	metadata
118	HG00171	20221013_HG00171_UL_eee-prom1-1B-PAM78131_guppy-5.0.11-sup-prom_fastq_pass	20221013_HG00171_UL_eee-prom1-1B-PAM78131_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	1	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG00171/20221013_HG00171_UL_eee-prom1-1B-PAM78131_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	6ce287493ebcbc5e2f4cfc888997507b	2023	1	20221013_HG00171_UL_eee-prom1-1B-PAM78131_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	metadata
119	HG00171	20221018_HG00171_UL_eee-prom1-1A-PAM70063_guppy-5.0.11-sup-prom_fastq_pass	20221018_HG00171_UL_eee-prom1-1A-PAM70063_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	1	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG00171/20221018_HG00171_UL_eee-prom1-1A-PAM70063_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	6ce287493ebcbc5e2f4cfc888997507b	2023	1	20221018_HG00171_UL_eee-prom1-1A-PAM70063_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	metadata
120	HG00171	20221101_HG00171_UL_eee-prom1-1A-PAM78908_guppy-5.0.11-sup-prom_fastq_pass	20221101_HG00171_UL_eee-prom1-1A-PAM78908_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	1	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG00171/20221101_HG00171_UL_eee-prom1-1A-PAM78908_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	6ce287493ebcbc5e2f4cfc888997507b	2023	1	20221101_HG00171_UL_eee-prom1-1A-PAM78908_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	metadata
121	HG00171	20221213_HG00171_UL_eee-prom1-2A-PAG67767_guppy-5.0.11-sup-prom_fastq_pass	20221213_HG00171_UL_eee-prom1-2A-PAG67767_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	1	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG00171/20221213_HG00171_UL_eee-prom1-2A-PAG67767_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	6ce287493ebcbc5e2f4cfc888997507b	2023	1	20221213_HG00171_UL_eee-prom1-2A-PAG67767_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	metadata
122	HG00171	20221214_HG00171_UL_eee-prom1-2A-PAG67767_guppy-5.0.11-sup-prom_fastq_pass	20221214_HG00171_UL_eee-prom1-2A-PAG67767_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	1	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG00171/20221214_HG00171_UL_eee-prom1-2A-PAG67767_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	6ce287493ebcbc5e2f4cfc888997507b	2023	1	20221214_HG00171_UL_eee-prom1-2A-PAG67767_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	metadata
123	HG00268	m64039_210116_000705	JAX_HiFi_HG00268_m64039_210116_000705	hifi	HGSVCjax	20230306_hgsvc_hifi_cell-jax.tsv	HGSVCjax	1	project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/HG00268/m64039_210116_000705/JAX_HiFi_HG00268_m64039_210116_000705.fastq.gz	2021	58b047d0d580b8efdb39434b5d74670a	2022	1	JAX_HiFi_HG00268_m64039_210116_000705.fastq.gz	metadata
124	HG00268	m64119_210113_164007	JAX_HiFi_HG00268_m64119_210113_164007	hifi	HGSVCjax	20230306_hgsvc_hifi_cell-jax.tsv	HGSVCjax	1	project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/HG00268/m64119_210113_164007/JAX_HiFi_HG00268_m64119_210113_164007.fastq.gz	2021	58b047d0d580b8efdb39434b5d74670a	2022	1	JAX_HiFi_HG00268_m64119_210113_164007.fastq.gz	metadata
125	HG00268	m64119_210121_165545	JAX_HiFi_HG00268_m64119_210121_165545	hifi	HGSVCjax	20230306_hgsvc_hifi_cell-jax.tsv	HGSVCjax	1	project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/HG00268/m64119_210121_165545/JAX_HiFi_HG00268_m64119_210121_165545.fastq.gz	2021	58b047d0d580b8efdb39434b5d74670a	2022	1	JAX_HiFi_HG00268_m64119_210121_165545.fastq.gz	metadata
126	HG00268	20210903_210825_21-lee-006_PCT0053_2-A1-D1	20210903_210825_21-lee-006_PCT0053_2-A1-D1	ont	HGSVCjax	20230306_hgsvc_ont_cell-jax.tsv	HGSVCjax	1	project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/HG00268/20210903_210825_21-lee-006_PCT0053_2-A1-D1_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2021	dcd01f3b65087c90db9faebc656da4fe	2021	1	20210903_210825_21-lee-006_PCT0053_2-A1-D1_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	metadata
127	HG00268	20210913_210831_21-lee-006_PCT0053_2-A1-D1	20210913_210831_21-lee-006_PCT0053_2-A1-D1	ont	HGSVCjax	20230306_hgsvc_ont_cell-jax.tsv	HGSVCjax	1	project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/HG00268/20210913_210831_21-lee-006_PCT0053_2-A1-D1_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2021	dcd01f3b65087c90db9faebc656da4fe	2021	1	20210913_210831_21-lee-006_PCT0053_2-A1-D1_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	metadata
128	HG00358	m64039_211122_182856	JAX_HiFi_HG00358_m64039_211122_182856	hifi	HGSVCjax	20230306_hgsvc_hifi_cell-jax.tsv	HGSVCjax	1	project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/HG00358/m64039_211122_182856/JAX_HiFi_HG00358_m64039_211122_182856.fastq.gz	2021	ad7be324f8655107d1dab7fc07756c25	2022	1	JAX_HiFi_HG00358_m64039_211122_182856.fastq.gz	metadata
129	HG00358	m64039_211203_172706	JAX_HiFi_HG00358_m64039_211203_172706	hifi	HGSVCjax	20230306_hgsvc_hifi_cell-jax.tsv	HGSVCjax	1	project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/HG00358/m64039_211203_172706/JAX_HiFi_HG00358_m64039_211203_172706.fastq.gz	2021	ad7be324f8655107d1dab7fc07756c25	2022	1	JAX_HiFi_HG00358_m64039_211203_172706.fastq.gz	metadata
130	HG00358	m64039_211211_155133	JAX_HiFi_HG00358_m64039_211211_155133	hifi	HGSVCjax	20230306_hgsvc_hifi_cell-jax.tsv	HGSVCjax	1	project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/HG00358/m64039_211211_155133/JAX_HiFi_HG00358_m64039_211211_155133.fastq.gz	2021	ad7be324f8655107d1dab7fc07756c25	2022	1	JAX_HiFi_HG00358_m64039_211211_155133.fastq.gz	metadata
131	HG00358	m64039_211220_201243	JAX_HiFi_HG00358_m64039_211220_201243	hifi	HGSVCjax	20230306_hgsvc_hifi_cell-jax.tsv	HGSVCjax	1	project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/HG00358/m64039_211220_201243/JAX_HiFi_HG00358_m64039_211220_201243.fastq.gz	2021	ad7be324f8655107d1dab7fc07756c25	2022	1	JAX_HiFi_HG00358_m64039_211220_201243.fastq.gz	metadata
132	HG00358	m64119_211213_170947	JAX_HiFi_HG00358_m64119_211213_170947	hifi	HGSVCjax	20230306_hgsvc_hifi_cell-jax.tsv	HGSVCjax	1	project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/HG00358/m64119_211213_170947/JAX_HiFi_HG00358_m64119_211213_170947.fastq.gz	2021	ad7be324f8655107d1dab7fc07756c25	2022	1	JAX_HiFi_HG00358_m64119_211213_170947.fastq.gz	metadata
133	HG00358	20220211_220202_21-lee-006_PC24B149_1F	20220211_220202_21-lee-006_PC24B149_1F	ont	HGSVCjax	20230306_hgsvc_ont_cell-jax.tsv	HGSVCjax	1	project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/HG00358/20220211_220202_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	4b6117574c345f0c021a535b5814584b	2021	1	20220211_220202_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	metadata
134	HG00358	20220215_220209_21-lee-006_PC24B149_2E	20220215_220209_21-lee-006_PC24B149_2E	ont	HGSVCjax	20230306_hgsvc_ont_cell-jax.tsv	HGSVCjax	1	project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/HG00358/20220215_220209_21-lee-006_PC24B149_2E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	4b6117574c345f0c021a535b5814584b	2021	1	20220215_220209_21-lee-006_PC24B149_2E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	metadata
135	HG00358	20220315_220308_21-lee-006_PC24B149_3D	20220315_220308_21-lee-006_PC24B149_3D	ont	HGSVCjax	20230306_hgsvc_ont_cell-jax.tsv	HGSVCjax	1	project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/HG00358/20220315_220308_21-lee-006_PC24B149_3D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	4b6117574c345f0c021a535b5814584b	2021	1	20220315_220308_21-lee-006_PC24B149_3D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	metadata
136	HG00512	S64018_PL100139347-1_A01	m64018_190920_135301	hifi	HGSVCumigs	20230308_hgsvc_hifi-umigs.old.tsv	HGSVCumigs	3	project-centric/hgsvc/pacbio_hifi/20191031_CHS_PacBio_HG00512_HiFi/HG00512_PacBio_Sequel2_CCS__EDEVI_20190920_S64018_PL100139347-1_A01.ccs.fastq.gz	2019	0a0a7250b9b3ec43f60b6402633c9654	2019	1	HG00512_PacBio_Sequel2_CCS__EDEVI_20190920_S64018_PL100139347-1_A01.ccs.fastq.gz	metadata
137	HG00512	S64018_PL100139347-1_C01	m64018_190923_160941	hifi	HGSVCumigs	20230308_hgsvc_hifi-umigs.old.tsv	HGSVCumigs	3	project-centric/hgsvc/pacbio_hifi/20191031_CHS_PacBio_HG00512_HiFi/HG00512_PacBio_Sequel2_CCS__EDEVI_20190920_S64018_PL100139347-1_C01.ccs.fastq.gz	2019	0a0a7250b9b3ec43f60b6402633c9654	2019	1	HG00512_PacBio_Sequel2_CCS__EDEVI_20190920_S64018_PL100139347-1_C01.ccs.fastq.gz	metadata
138	HG00512	S64018_PL100139347-2_A01	m64018_191004_200133	hifi	HGSVCumigs	20230308_hgsvc_hifi-umigs.old.tsv	HGSVCumigs	3	project-centric/hgsvc/pacbio_hifi/20191031_CHS_PacBio_HG00512_HiFi/HG00512_PacBio_Sequel2_CCS__EDEVI_20191004_S64018_PL100139347-2_A01.ccs.fastq.gz	2019	0a0a7250b9b3ec43f60b6402633c9654	2019	1	HG00512_PacBio_Sequel2_CCS__EDEVI_20191004_S64018_PL100139347-2_A01.ccs.fastq.gz	metadata
139	HG00512	S64018_PL100139347-2_B01	m64018_191006_020752	hifi	HGSVCumigs	20230308_hgsvc_hifi-umigs.old.tsv	HGSVCumigs	3	project-centric/hgsvc/pacbio_hifi/20191031_CHS_PacBio_HG00512_HiFi/HG00512_PacBio_Sequel2_CCS__EDEVI_20191004_S64018_PL100139347-2_B01.ccs.fastq.gz	2019	0a0a7250b9b3ec43f60b6402633c9654	2019	1	HG00512_PacBio_Sequel2_CCS__EDEVI_20191004_S64018_PL100139347-2_B01.ccs.fastq.gz	metadata
140	HG00512	S64049_PL100139347-2_A01	m64049_191007_210217	hifi	HGSVCumigs	20230308_hgsvc_hifi-umigs.old.tsv	HGSVCumigs	3	project-centric/hgsvc/pacbio_hifi/20191031_CHS_PacBio_HG00512_HiFi/HG00512_PacBio_Sequel2_CCS__EDEVI_20191007_S64049_PL100139347-2_A01.ccs.fastq.gz	2019	0a0a7250b9b3ec43f60b6402633c9654	2019	1	HG00512_PacBio_Sequel2_CCS__EDEVI_20191007_S64049_PL100139347-2_A01.ccs.fastq.gz	metadata
141	HG00512	S64049_PL100139347-2_B01	m64049_191009_041412	hifi	HGSVCumigs	20230308_hgsvc_hifi-umigs.old.tsv	HGSVCumigs	3	project-centric/hgsvc/pacbio_hifi/20191031_CHS_PacBio_HG00512_HiFi/HG00512_PacBio_Sequel2_CCS__EDEVI_20191007_S64049_PL100139347-2_B01.ccs.fastq.gz	2019	0a0a7250b9b3ec43f60b6402633c9654	2019	1	HG00512_PacBio_Sequel2_CCS__EDEVI_20191007_S64049_PL100139347-2_B01.ccs.fastq.gz	metadata
142	HG00512	20220425_220420_21-lee-006_PC24B149_3F	20220425_220420_21-lee-006_PC24B149_3F	ont	HGSVCjax	20230306_hgsvc_ont_cell-jax.tsv	HGSVCjax	3	project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/HG00512/20220425_220420_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	139eea496857b08c561a57752d3e0eba	2021	1	20220425_220420_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	metadata
143	HG00512	20220503_220427_21-lee-006_PC24B149_3E	20220503_220427_21-lee-006_PC24B149_3E	ont	HGSVCjax	20230306_hgsvc_ont_cell-jax.tsv	HGSVCjax	3	project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/HG00512/20220503_220427_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	139eea496857b08c561a57752d3e0eba	2021	1	20220503_220427_21-lee-006_PC24B149_3E_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	metadata
144	HG00512	20220503_220429_21-lee-006_PC24B149_1D	20220503_220429_21-lee-006_PC24B149_1D	ont	HGSVCjax	20230306_hgsvc_ont_cell-jax.tsv	HGSVCjax	3	project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/HG00512/20220503_220429_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	139eea496857b08c561a57752d3e0eba	2021	1	20220503_220429_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	metadata
145	HG00512	cell-id-na	20230626_230620_23-lee-007_PCA100115_3F-run15_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	ont	JAX_PA	manual	JAX_PA	3	project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/HG00512/20230626_230620_23-lee-007_PCA100115_3F-run15_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	unset	139eea496857b08c561a57752d3e0eba	2021	-1	20230626_230620_23-lee-007_PCA100115_3F-run15_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	JAX_PA
146	HG00513	S64018_PL100139348-1_B01	m64018_190922_030052	hifi	HGSVCumigs	20230308_hgsvc_hifi-umigs.old.tsv	HGSVCumigs	3	project-centric/hgsvc/pacbio_hifi/20191031_CHS_PacBio_HG00513_HiFi/HG00513_PacBio_Sequel2_CCS__EDEVI_20190920_S64018_PL100139348-1_B01.ccs.fastq.gz	2019	cc54d65f2ae9c4e27f8bb0d2de53e04d	2019	1	HG00513_PacBio_Sequel2_CCS__EDEVI_20190920_S64018_PL100139348-1_B01.ccs.fastq.gz	metadata
147	HG00513	20190920_S64018_PL100139348-1_D01	m64018_190925_051924	hifi	HGSVCumigs	20230308_hgsvc_hifi-umigs.old.tsv	HGSVCumigs	3	project-centric/hgsvc/pacbio_hifi/20191031_CHS_PacBio_HG00513_HiFi/HG00513_PacBio_Sequel2_CCS__EDEVI_20190920_S64018_PL100139348-1_D01.ccs.fastq.gz	2019	cc54d65f2ae9c4e27f8bb0d2de53e04d	2019	1	HG00513_PacBio_Sequel2_CCS__EDEVI_20190920_S64018_PL100139348-1_D01.ccs.fastq.gz	metadata
148	HG00513	S64018_PL100139348-1_C01	m64018_191007_083728	hifi	HGSVCumigs	20230308_hgsvc_hifi-umigs.old.tsv	HGSVCumigs	3	project-centric/hgsvc/pacbio_hifi/20191031_CHS_PacBio_HG00513_HiFi/HG00513_PacBio_Sequel2_CCS__EDEVI_20191004_S64018_PL100139348-1_C01.ccs.fastq.gz	2019	cc54d65f2ae9c4e27f8bb0d2de53e04d	2019	1	HG00513_PacBio_Sequel2_CCS__EDEVI_20191004_S64018_PL100139348-1_C01.ccs.fastq.gz	metadata
149	HG00513	20191004_S64018_PL100139348-1_D01	m64018_191008_144845	hifi	HGSVCumigs	20230308_hgsvc_hifi-umigs.old.tsv	HGSVCumigs	3	project-centric/hgsvc/pacbio_hifi/20191031_CHS_PacBio_HG00513_HiFi/HG00513_PacBio_Sequel2_CCS__EDEVI_20191004_S64018_PL100139348-1_D01.ccs.fastq.gz	2019	cc54d65f2ae9c4e27f8bb0d2de53e04d	2019	1	HG00513_PacBio_Sequel2_CCS__EDEVI_20191004_S64018_PL100139348-1_D01.ccs.fastq.gz	metadata
150	HG00513	S64049_PL100139348-2_C01	m64049_191010_100115	hifi	HGSVCumigs	20230308_hgsvc_hifi-umigs.old.tsv	HGSVCumigs	3	project-centric/hgsvc/pacbio_hifi/20191031_CHS_PacBio_HG00513_HiFi/HG00513_PacBio_Sequel2_CCS__EDEVI_20191007_S64049_PL100139348-2_C01.ccs.fastq.gz	2019	cc54d65f2ae9c4e27f8bb0d2de53e04d	2019	1	HG00513_PacBio_Sequel2_CCS__EDEVI_20191007_S64049_PL100139348-2_C01.ccs.fastq.gz	metadata
151	HG00513	S64049_PL100139348-2_D01	m64049_191011_141157	hifi	HGSVCumigs	20230308_hgsvc_hifi-umigs.old.tsv	HGSVCumigs	3	project-centric/hgsvc/pacbio_hifi/20191031_CHS_PacBio_HG00513_HiFi/HG00513_PacBio_Sequel2_CCS__EDEVI_20191007_S64049_PL100139348-2_D01.ccs.fastq.gz	2019	cc54d65f2ae9c4e27f8bb0d2de53e04d	2019	1	HG00513_PacBio_Sequel2_CCS__EDEVI_20191007_S64049_PL100139348-2_D01.ccs.fastq.gz	metadata
152	HG00513	cell-id-na	20230509_HG00513_UL_eee-prom1-3A-PAO38747_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	ont	UW_WH	manual	UW_WH	3	project-centric/hgsvc/nanopore/20230706_HGSVC_EEE_UL_ONT/HG00513/20230509_HG00513_UL_eee-prom1-3A-PAO38747_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	unset	a9f8a5c327c2b7d36a0846343d1a5b6f	2023	-1	20230509_HG00513_UL_eee-prom1-3A-PAO38747_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	UW_WH
153	HG00513	cell-id-na	20230516_HG00513_UL_eee-prom1-3D-PAO38725_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	ont	UW_WH	manual	UW_WH	3	project-centric/hgsvc/nanopore/20230706_HGSVC_EEE_UL_ONT/HG00513/20230516_HG00513_UL_eee-prom1-3D-PAO38725_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	unset	a9f8a5c327c2b7d36a0846343d1a5b6f	2023	-1	20230516_HG00513_UL_eee-prom1-3D-PAO38725_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	UW_WH
154	HG00513	cell-id-na	20230516_HG00513_UL_eee-prom1-3E-PAO38753_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	ont	UW_WH	manual	UW_WH	3	project-centric/hgsvc/nanopore/20230706_HGSVC_EEE_UL_ONT/HG00513/20230516_HG00513_UL_eee-prom1-3E-PAO38753_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	unset	a9f8a5c327c2b7d36a0846343d1a5b6f	2023	-1	20230516_HG00513_UL_eee-prom1-3E-PAO38753_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	UW_WH
155	HG00513	cell-id-na	20230516_HG00513_UL_eee-prom1-3F-PAO51858_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	ont	UW_WH	manual	UW_WH	3	project-centric/hgsvc/nanopore/20230706_HGSVC_EEE_UL_ONT/HG00513/20230516_HG00513_UL_eee-prom1-3F-PAO51858_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	unset	a9f8a5c327c2b7d36a0846343d1a5b6f	2023	-1	20230516_HG00513_UL_eee-prom1-3F-PAO51858_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	UW_WH
156	HG00513	cell-id-na	20230517_HG00513_UL_eee-prom1-2E-PAO38753_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	ont	UW_WH	manual	UW_WH	3	project-centric/hgsvc/nanopore/20230706_HGSVC_EEE_UL_ONT/HG00513/20230517_HG00513_UL_eee-prom1-2E-PAO38753_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	unset	a9f8a5c327c2b7d36a0846343d1a5b6f	2023	-1	20230517_HG00513_UL_eee-prom1-2E-PAO38753_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	UW_WH
