# AUTOGEN TABLE - DO NOT EDIT
# notebooks/tables/asm-stats-summary-table.ipynb|20241126T1122
# Verkko v1.4.1 HGSVC3 phased assemblies
# 65 samples
sequence			asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap1	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-hap2	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-unassigned	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-rdna	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	asm-disconnected	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants	contaminants
HG03009	22	2	1.0	143732596.0	151355664.0	2927528202.0	54.0	1.0	143732596.0	151385126.0	2926958243.0	42.0	1.0	143732596.0	151443378.0	2925830921.0	36.0	1.0	143732596.0	151471942.0	2925277153.0	35.0	1.0	143732596.0	153205086.0	2891171220.0	24.0	0.9	146252394.0	158844154.0	2756716491.0	20.0	0.7	161379633.0	178575426.0	2177712465.0	13.0	1.0	149276996.0	150127507.0	2983731641.0	38.0	1.0	149276996.0	150147790.0	2983328406.0	31.0	1.0	149276996.0	150220131.0	2981887812.0	27.0	1.0	149276996.0	150254421.0	2981204199.0	26.0	1.0	149276996.0	150381992.0	2978631182.0	25.0	0.9	149276996.0	155628629.0	2847232332.0	21.0	0.8	160493896.0	173708449.0	2277874858.0	14.0	0.0	2986661.0	5908336.0	0.965	57032357.0	99.0	0.0	2986661.0	5909290.0	57023138.0	98.0	0.0	2986661.0	5935202.0	56773551.0	81.0	0.0	2986661.0	5998619.0	56170128.0	61.0	0.0	2986661.0	6099103.0	55233381.0	48.0	0.0	12003088.0	8135267.0	40429210.0	10.0	0.0	12013588.0	12008340.0	24016676.0	2.0	0.0	44811.0	73749.0	9853726.0	264.0	0.0	44811.0	73929.0	9826462.0	261.0	0.0	47956.0	81465.0	8705140.0	186.0	0.0	112147.0	139200.0	3887979.0	38.0	0.0	191277.0	201067.0	2038622.0	11.0	0.0	17054.0	19090.0	0.005	287110.0	17.0	0.0	17054.0	19395.0	279988.0	16.0	0.0	26546.0	26835.0	103359.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	27322.0	28771.0	135324.0	6.0	0.0	27322.0	28771.0	135324.0	6.0	0.0	46659.0	39518.0	73981.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HG03683	23	1	1.0	133350545.0	131099712.0	2953083528.0	43.0	1.0	133350545.0	131109390.0	2952865430.0	40.0	1.0	133350545.0	131164209.0	2951627997.0	36.0	1.0	133350545.0	131250927.0	2949667962.0	33.0	1.0	133350545.0	131829449.0	2936418152.0	28.0	0.9	134024508.0	138533157.0	2730117867.0	23.0	0.6	153734383.0	168795300.0	1751343366.0	11.0	1.0	154166241.0	148979701.0	2953761569.0	75.0	1.0	154166241.0	149029582.0	2952772562.0	52.0	1.0	154166241.0	149202706.0	2949340834.0	35.0	1.0	154166241.0	149202706.0	2949340834.0	35.0	1.0	154166241.0	150241278.0	2928610762.0	26.0	0.9	160905669.0	158899709.0	2713614776.0	20.0	0.7	183111877.0	182793243.0	2073470011.0	12.0	0.1	67167700.0	60305367.0	2.681	158353186.0	116.0	0.1	67167700.0	60308568.0	158344780.0	115.0	0.1	67167700.0	60431102.0	158023620.0	96.0	0.1	67167700.0	60923221.0	156746480.0	53.0	0.1	67167700.0	61183726.0	156078248.0	44.0	0.0	67167700.0	66306867.0	143937526.0	5.0	0.0	70849860.0	69057898.0	138017560.0	2.0	0.0	56478.0	97975.0	11937663.0	250.0	0.0	56478.0	97975.0	11937663.0	250.0	0.0	59615.0	103424.0	11181369.0	206.0	0.0	101263.0	148959.0	6742959.0	69.0	0.0	210650.0	225198.0	3494356.0	19.0	0.0	25546.0	28040.0	0.014	799581.0	34.0	0.0	25822.0	28414.0	785630.0	32.0	0.0	30187.0	31896.0	617454.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	37553.0	116458.0	96283898.0	2661.0	0.0	37671.0	116741.0	96034686.0	2626.0	0.0	41768.0	128902.0	85614147.0	1995.0	0.0	161267.0	283525.0	32923098.0	251.0	0.0	267672.0	374706.0	23131531.0	100.0	0.0	0.0	0.0	0.0	0.0
HG03065	24	2	1.0	134540910.0	137582814.0	2947790523.0	45.0	1.0	134540910.0	137584034.0	2947764368.0	44.0	1.0	134540910.0	137640261.0	2946557217.0	40.0	1.0	134540910.0	137694971.0	2945381351.0	38.0	1.0	134540910.0	139836784.0	2898496384.0	26.0	0.9	138516756.0	146692434.0	2711667634.0	21.0	0.7	161860225.0	163292440.0	2143061379.0	14.0	1.0	139427926.0	146747388.0	3027857946.0	123.0	1.0	139427926.0	146880952.0	3025103455.0	66.0	1.0	139427926.0	147231487.0	3017889120.0	31.0	1.0	139427926.0	147231487.0	3017889120.0	31.0	1.0	146251150.0	148086956.0	2999990348.0	26.0	1.0	146251150.0	153579460.0	2859096120.0	22.0	0.8	160608090.0	173425530.0	2288069960.0	14.0	0.0	444055.0	629566.0	0.663	39611476.0	177.0	0.0	444055.0	629914.0	39589352.0	174.0	0.0	463493.0	634541.0	39293193.0	155.0	0.0	483274.0	649926.0	38314843.0	123.0	0.0	525209.0	682821.0	36225198.0	96.0	0.0	1884371.0	1712507.0	6540049.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	82607.0	129157.0	46138325.0	969.0	0.0	82607.0	129444.0	46028580.0	956.0	0.0	101321.0	140255.0	42012190.0	704.0	0.0	200818.0	204986.0	26337125.0	178.0	0.0	226467.0	236913.0	21190988.0	105.0	0.0	19129.0	23079.0	0.008	452783.0	25.0	0.0	21166.0	23898.0	429991.0	22.0	0.0	30893.0	33054.0	215685.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	10461.0	10461.0	10461.0	1.0	0.0	10461.0	10461.0	10461.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA18534	25	2	1.0	146360782.0	148822846.0	2954949222.0	70.0	1.0	146360782.0	148865976.0	2954092766.0	50.0	1.0	146360782.0	148945565.0	2952510215.0	45.0	1.0	146360782.0	149140062.0	2948639219.0	40.0	1.0	146360782.0	151317119.0	2905240133.0	26.0	0.9	161614711.0	158735591.0	2729289185.0	20.0	0.7	172008151.0	178443562.0	2187471997.0	13.0	1.0	154529135.0	150017259.0	2995461141.0	112.0	1.0	154529135.0	150150040.0	2992811183.0	53.0	1.0	154529135.0	150323449.0	2989354288.0	31.0	1.0	154529135.0	150447896.0	2986870788.0	27.0	1.0	154529135.0	150602534.0	2983768909.0	25.0	1.0	154529135.0	154571720.0	2881539292.0	22.0	0.7	171757677.0	178349826.0	2195571695.0	13.0	0.0	393232.0	680542.0	0.692	41206249.0	219.0	0.0	393232.0	680701.0	41196509.0	218.0	0.0	397219.0	691815.0	40519184.0	174.0	0.0	415243.0	717969.0	38970438.0	125.0	0.0	444727.0	747606.0	37255164.0	101.0	0.0	1475489.0	1767847.0	9528685.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	46331.0	113085.0	12958454.0	311.0	0.0	46331.0	113231.0	12940286.0	309.0	0.0	81458.0	125581.0	11476850.0	217.0	0.0	180100.0	203113.0	6300992.0	41.0	0.0	226327.0	230865.0	5151128.0	26.0	0.0	21822.0	20324.0	0.011	658939.0	36.0	0.0	21822.0	20642.0	640825.0	34.0	0.0	26360.0	25877.0	330846.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	11774.0	13620.0	38381.0	3.0	0.0	17187.0	14986.0	28961.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HG01505	26	1	1.0	134101868.0	117515778.0	2923832210.0	124.0	1.0	134101868.0	117566844.0	2922561666.0	93.0	1.0	134101868.0	117992885.0	2911984955.0	46.0	1.0	134101868.0	118072010.0	2910022044.0	43.0	1.0	134101868.0	119880944.0	2864008914.0	30.0	0.9	135492098.0	125528750.0	2686509463.0	24.0	0.7	135976832.0	143909064.0	1951464166.0	14.0	1.0	125504060.0	121880993.0	3022439749.0	78.0	1.0	125504060.0	121926790.0	3021303972.0	52.0	1.0	125504060.0	122038855.0	3018523872.0	39.0	1.0	125504060.0	122038855.0	3018523872.0	39.0	1.0	125504060.0	122988352.0	2994325275.0	32.0	0.9	134515052.0	132122174.0	2709618076.0	23.0	0.6	136713572.0	153105840.0	1901824805.0	13.0	0.0	403868.0	570303.0	0.471	28004712.0	159.0	0.0	403868.0	570303.0	28004712.0	159.0	0.0	403868.0	576097.0	27715167.0	140.0	0.0	494906.0	610419.0	26057113.0	91.0	0.0	512174.0	643286.0	24558232.0	69.0	0.0	2224983.0	1845297.0	3228165.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	45381.0	132990.0	22335155.0	529.0	0.0	45427.0	133326.0	22274884.0	522.0	0.0	74798.0	148379.0	19735036.0	363.0	0.0	244443.0	248106.0	10632933.0	59.0	0.0	266016.0	272828.0	9316903.0	40.0	0.0	22078.0	37011.0	0.012	713365.0	32.0	0.0	23459.0	37929.0	691687.0	29.0	0.0	45276.0	52371.0	419040.0	11.0	0.0	95948.0	85791.0	168262.0	2.0	0.0	14505.0	14505.0	14505.0	1.0	0.0	14505.0	14505.0	14505.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA19650	27	2	1.0	135197658.0	132010220.0	2963282450.0	65.0	1.0	135197658.0	132042470.0	2962558373.0	48.0	1.0	135197658.0	132113918.0	2960952738.0	42.0	1.0	135197658.0	132165893.0	2959783082.0	40.0	1.0	135197658.0	133059333.0	2939517041.0	31.0	0.9	139142131.0	147138890.0	2553510116.0	20.0	0.7	153775303.0	165028612.0	2021434181.0	13.0	1.0	138216650.0	139808357.0	2962027802.0	39.0	1.0	138216650.0	139819838.0	2961784480.0	34.0	1.0	138216650.0	139838039.0	2961398411.0	32.0	1.0	138216650.0	139938466.0	2959262021.0	29.0	1.0	138216650.0	140295910.0	2951608953.0	25.0	1.0	138216650.0	143078369.0	2871756049.0	23.0	0.7	154488006.0	163200292.0	2178573744.0	14.0	0.0	937672.0	767001.0	0.304	18024404.0	81.0	0.0	937672.0	767001.0	18024404.0	81.0	0.0	937672.0	776350.0	17803280.0	65.0	0.0	937672.0	803566.0	17174724.0	44.0	0.0	944025.0	841427.0	16321804.0	33.0	0.0	1158748.0	1292032.0	6300475.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	47388.0	117933.0	15168379.0	375.0	0.0	47388.0	118479.0	15092938.0	366.0	0.0	66356.0	133396.0	13169949.0	245.0	0.0	187502.0	212583.0	7394901.0	52.0	0.0	212508.0	252021.0	5798846.0	28.0	0.0	17670.0	19054.0	0.005	299288.0	18.0	0.0	18174.0	19697.0	281022.0	16.0	0.0	24698.0	27219.0	105271.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA18939	28	3	0.9	132870366.0	118876245.0	2786294807.0	107.0	0.9	132870366.0	118973866.0	2784007486.0	54.0	0.9	132870366.0	119149703.0	2779889788.0	35.0	0.9	132870366.0	119176831.0	2779253614.0	34.0	0.9	132870366.0	119974611.0	2760153645.0	28.0	0.8	136003081.0	127887437.0	2502719287.0	22.0	0.6	137790464.0	149480468.0	1722098312.0	12.0	1.0	133140985.0	127912891.0	2990770711.0	81.0	1.0	133140985.0	127926907.0	2990442880.0	74.0	1.0	133140985.0	127958852.0	2989694435.0	71.0	1.0	133140985.0	128131008.0	2985651315.0	66.0	1.0	133140985.0	133285914.0	2865139973.0	34.0	0.8	134271103.0	146098635.0	2544954539.0	20.0	0.7	170769766.0	164264894.0	1989063436.0	13.0	0.1	8733726.0	9076220.0	5.336	308274472.0	369.0	0.1	8733726.0	9076512.0	308264526.0	368.0	0.1	8733726.0	9084336.0	307998556.0	352.0	0.1	8733726.0	9156800.0	305551832.0	277.0	0.1	8733726.0	9263484.0	302003631.0	229.0	0.1	10054320.0	11107848.0	250022193.0	43.0	0.0	14213684.0	16277260.0	132111904.0	9.0	0.0	47044.0	119583.0	21545762.0	487.0	0.0	47483.0	119812.0	21501740.0	481.0	0.0	54195.0	129203.0	19698203.0	375.0	0.0	180666.0	215316.0	10386894.0	77.0	0.0	285342.0	266342.0	7724502.0	36.0	0.0	30897.0	31955.0	0.016	910651.0	32.0	0.0	30897.0	31955.0	910651.0	32.0	0.0	31295.0	33472.0	828579.0	27.0	0.0	62737.0	62737.0	62737.0	1.0	0.0	35580.0	65318.0	37582548.0	1101.0	0.0	35609.0	65421.0	37515016.0	1092.0	0.0	37970.0	70609.0	33895096.0	873.0	0.0	64553.0	136687.0	12528712.0	165.0	0.0	286715.0	346555.0	3256259.0	14.0	0.0	0.0	0.0	0.0	0.0
HG00864	29	3	1.0	131898481.0	117071786.0	3005474515.0	52.0	1.0	131898481.0	117089120.0	3005029325.0	44.0	1.0	131898481.0	117163465.0	3003116123.0	39.0	1.0	131898481.0	117219276.0	3001677043.0	37.0	1.0	131898481.0	117463743.0	2995299467.0	34.0	0.9	131898481.0	124760741.0	2759002579.0	25.0	0.7	134053413.0	144731309.0	1953506212.0	14.0	1.0	132669577.0	128666987.0	3000707702.0	45.0	1.0	132669577.0	128673092.0	3000565270.0	42.0	1.0	132669577.0	128733976.0	2999142471.0	37.0	1.0	132669577.0	128827641.0	2996949265.0	34.0	1.0	132669577.0	129322776.0	2985254386.0	29.0	0.9	132669577.0	134130750.0	2833839841.0	25.0	0.6	151116291.0	163566334.0	1833518795.0	12.0	0.0	289127.0	413857.0	0.834	50071592.0	305.0	0.0	289127.0	413979.0	50056470.0	303.0	0.0	294799.0	417292.0	49641752.0	279.0	0.0	316482.0	441065.0	46726891.0	193.0	0.0	345649.0	468882.0	43437025.0	147.0	0.0	1190528.0	1200440.0	5954273.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	68603.0	130456.0	15704319.0	311.0	0.0	68603.0	130783.0	15662356.0	306.0	0.0	92728.0	139359.0	14564862.0	240.0	0.0	174370.0	199875.0	9282165.0	69.0	0.0	206380.0	240844.0	7109202.0	35.0	0.0	24953.0	28953.0	0.013	789014.0	32.0	0.0	24953.0	28953.0	789014.0	32.0	0.0	31263.0	33953.0	560089.0	18.0	0.0	57319.0	57319.0	57319.0	1.0	0.0	27453.0	55702.0	91657892.0	3328.0	0.0	27533.0	55869.0	91337284.0	3287.0	0.0	29282.0	63343.0	76583948.0	2406.0	0.0	133435.0	218601.0	13906708.0	138.0	0.0	369099.0	357051.0	7424195.0	28.0	0.0	0.0	0.0	0.0	0.0
NA20847	30	2	1.0	102904928.0	113931144.0	3006532389.0	100.0	1.0	102904928.0	113980760.0	3005222995.0	71.0	1.0	102904928.0	114161289.0	3000456807.0	53.0	1.0	102904928.0	114397351.0	2994225568.0	44.0	1.0	107090422.0	115719195.0	2958677037.0	33.0	0.9	107090422.0	121266301.0	2760494929.0	27.0	0.5	137320173.0	154267854.0	1583367505.0	11.0	1.0	132512428.0	123872443.0	3023531340.0	75.0	1.0	132512428.0	123900742.0	3022840478.0	60.0	1.0	132512428.0	123998726.0	3020444867.0	52.0	1.0	132512428.0	124159418.0	3016514277.0	46.0	1.0	132512428.0	125940940.0	2972399001.0	31.0	0.9	134001006.0	133408183.0	2739693377.0	24.0	0.6	140485257.0	157294470.0	1915394719.0	13.0	0.0	396298.0	587678.0	0.936	56449181.0	267.0	0.0	396298.0	587872.0	56430252.0	265.0	0.0	397141.0	591388.0	56085030.0	244.0	0.0	425874.0	610278.0	54249021.0	185.0	0.0	432463.0	642970.0	51143717.0	140.0	0.0	1211198.0	1410833.0	12781200.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	55787.0	134770.0	10766339.0	244.0	0.0	55787.0	134849.0	10759716.0	243.0	0.0	86782.0	148147.0	9669754.0	177.0	0.0	233383.0	230518.0	5701661.0	37.0	0.0	283017.0	266297.0	4680572.0	21.0	0.0	29345.0	30391.0	0.016	960191.0	36.0	0.0	29345.0	30391.0	960191.0	36.0	0.0	32505.0	33224.0	795192.0	26.0	0.0	58000.0	58000.0	58000.0	1.0	0.0	51108.0	211352.0	15478319.0	319.0	0.0	51108.0	211630.0	15457304.0	316.0	0.0	54309.0	223256.0	14585833.0	264.0	0.0	266694.0	378413.0	8007137.0	59.0	0.0	424084.0	533091.0	5355926.0	17.0	0.0	1071652.0	1071652.0	1071652.0	1.0
NA20509	31	2	1.0	135259439.0	138789726.0	2924830613.0	71.0	1.0	135259439.0	138827079.0	2924043395.0	44.0	1.0	135259439.0	138897787.0	2922551744.0	38.0	1.0	135259439.0	138968224.0	2921061757.0	36.0	1.0	135259439.0	140344479.0	2891657342.0	27.0	0.9	144757666.0	152049677.0	2585129455.0	19.0	0.7	160633001.0	167838578.0	2085866242.0	13.0	1.0	134237412.0	133297647.0	3008023307.0	68.0	1.0	134237412.0	133327776.0	3007343361.0	45.0	1.0	134237412.0	133419967.0	3005259607.0	38.0	1.0	134237412.0	133482143.0	3003852057.0	36.0	1.0	134237412.0	133934995.0	2993469438.0	32.0	0.9	134605618.0	145958500.0	2667780707.0	21.0	0.7	154725280.0	162702014.0	2136881537.0	14.0	0.0	317991.0	683459.0	0.569	33742611.0	207.0	0.0	317991.0	683459.0	33742611.0	207.0	0.0	318749.0	692283.0	33302955.0	177.0	0.0	330978.0	720710.0	31923152.0	134.0	0.0	406073.0	779805.0	29263560.0	95.0	0.0	2396805.0	1778086.0	9001380.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	38983.0	100583.0	17478614.0	474.0	0.0	38983.0	100762.0	17444783.0	470.0	0.0	44625.0	113812.0	15109012.0	324.0	0.0	214711.0	209868.0	6954299.0	53.0	0.0	235644.0	265319.0	5003973.0	23.0	0.0	19244.0	23796.0	0.009	510464.0	27.0	0.0	19244.0	24181.0	498107.0	25.0	0.0	36591.0	33399.0	245273.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	14638.0	16804.0	59328.0	5.0	0.0	14638.0	18213.0	50573.0	3.0	0.0	23498.0	23498.0	23498.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HG00096	32	3	1.0	133734599.0	120452682.0	2883326431.0	53.0	1.0	133734599.0	120464516.0	2883043072.0	45.0	1.0	133734599.0	120480826.0	2882652017.0	43.0	1.0	133734599.0	120584652.0	2880156537.0	39.0	0.9	133734599.0	122230037.0	2839227935.0	31.0	0.9	134836645.0	129058002.0	2647021445.0	23.0	0.6	138594913.0	149290071.0	1868174422.0	13.0	1.0	135373843.0	138401891.0	2969725995.0	77.0	1.0	135373843.0	138444607.0	2968809427.0	49.0	1.0	135373843.0	138564475.0	2966235418.0	38.0	1.0	135373843.0	138607534.0	2965307717.0	37.0	1.0	135373843.0	139977599.0	2935289711.0	28.0	0.9	135847846.0	147427753.0	2742545909.0	21.0	0.7	160762592.0	167366564.0	2078481074.0	13.0	0.0	33711458.0	26681746.0	1.682	98469558.0	181.0	0.0	33711458.0	26685213.0	98456759.0	179.0	0.0	33711458.0	26800797.0	98031897.0	151.0	0.0	33711458.0	27124808.0	96859486.0	112.0	0.0	33711458.0	27725211.0	94756334.0	82.0	0.0	38481979.0	35656956.0	73447003.0	3.0	0.0	38481979.0	36254336.0	72193437.0	2.0	0.0	47698.0	118131.0	16144672.0	396.0	0.0	47725.0	118794.0	16047901.0	384.0	0.0	54119.0	130244.0	14435447.0	282.0	0.0	169836.0	216988.0	7674254.0	56.0	0.0	211881.0	266056.0	5753970.0	27.0	0.0	20508.0	19560.0	0.007	405111.0	23.0	0.0	20508.0	20002.0	391591.0	21.0	0.0	22146.0	23863.0	211192.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HG01596	33	2	1.0	134755268.0	137746266.0	2953729979.0	79.0	1.0	134755268.0	137783859.0	2952923825.0	54.0	1.0	134755268.0	137851269.0	2951478107.0	44.0	1.0	134755268.0	137911147.0	2950190471.0	42.0	1.0	135871114.0	139825403.0	2908309458.0	30.0	0.9	135871114.0	147654825.0	2712919728.0	22.0	0.6	161042595.0	174708917.0	1948380840.0	12.0	1.0	133398079.0	122385503.0	2985308689.0	66.0	1.0	133398079.0	122425974.0	2984321382.0	38.0	1.0	133398079.0	122444054.0	2983879885.0	36.0	1.0	133398079.0	122496761.0	2982589217.0	34.0	1.0	133398079.0	122693262.0	2977704133.0	32.0	0.9	133453285.0	128649468.0	2794945562.0	25.0	0.7	145357501.0	150000080.0	1996247161.0	14.0	0.0	296955.0	535716.0	0.581	34490435.0	231.0	0.0	296955.0	536565.0	34434848.0	225.0	0.0	304146.0	548119.0	33688358.0	174.0	0.0	313011.0	567765.0	32454066.0	132.0	0.0	373481.0	605773.0	30131221.0	100.0	0.0	1653170.0	1576980.0	6243188.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	38688.0	105986.0	14715475.0	425.0	0.0	38688.0	106314.0	14666113.0	419.0	0.0	45399.0	123349.0	12335636.0	270.0	0.0	188941.0	239013.0	5437630.0	39.0	0.0	341182.0	297903.0	4062977.0	17.0	0.0	19983.0	24121.0	0.021	1263033.0	65.0	0.0	20071.0	24392.0	1242628.0	62.0	0.0	29464.0	33180.0	625837.0	21.0	0.0	50917.0	50917.0	50917.0	1.0	0.0	17759.0	26525.0	149452.0	8.0	0.0	17759.0	27263.0	144508.0	7.0	0.0	48703.0	40351.0	69423.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NA24385	34	2	1.0	146740339.0	147026881.0	3004271467.0	64.0	1.0	146740339.0	147071523.0	3003359313.0	36.0	1.0	146740339.0	147131200.0	3002139337.0	30.0	1.0	146740339.0	147131200.0	3002139337.0	30.0	1.0	146740339.0	147682182.0	2990713460.0	26.0	1.0	146740339.0	152415783.0	2868773258.0	22.0	0.8	160112055.0	172098486.0	2264542141.0	14.0	1.0	135430114.0	141625285.0	2959279284.0	63.0	1.0	135430114.0	141657540.0	2958605137.0	52.0	1.0	135430114.0	141839341.0	2954806264.0	34.0	1.0	135430114.0	141839341.0	2954806264.0	34.0	1.0	135801215.0	143149709.0	2926677987.0	26.0	0.9	135801215.0	149324039.0	2757448409.0	22.0	0.7	146794556.0	172177407.0	2083754230.0	13.0	0.0	249485.0	785180.0	0.265	15818857.0	145.0	0.0	249485.0	786981.0	15782317.0	140.0	0.0	251926.0	817828.0	15175076.0	101.0	0.0	262537.0	869203.0	14246941.0	67.0	0.0	276310.0	958432.0	12802128.0	48.0	0.0	3126732.0	3126732.0	3126732.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	39454.0	77170.0	54366550.0	1505.0	0.0	39517.0	77409.0	54178001.0	1482.0	0.0	44536.0	86737.0	46981949.0	1034.0	0.0	136697.0	155561.0	20572709.0	185.0	0.0	176805.0	200455.0	13588051.0	78.0	0.0	21136.0	27164.0	0.025	1462063.0	75.0	0.0	21261.0	27580.0	1433669.0	70.0	0.0	25065.0	36609.0	833855.0	29.0	0.0	91777.0	80812.0	157208.0	2.0	0.0	21943.0	21719.0	80817.0	4.0	0.0	21943.0	21719.0	80817.0	4.0	0.0	27981.0	25327.0	49924.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
